	Atrial_septal_defect	Atrioventricular_septal_defect	DilatedCardiomyopathy	Familial_thoracic_aortic_aneurysm_and_aortic_dissection	HypertrophicCardiomyopathy	Malformation_of_the_outflow_tract	PCGC_DeNovoVariants	Single_ventricle_disease	Valve_defects	Ventricular_septal_defect
ATR_212_set7__543	0.3424	0.5922	-0.6520	0.0415	-1.0243	0.2875	0.0960	0.0142	0.3870	0.5047
ATR_212_set7__546	-0.0649	0.3358	-0.8809	-0.2273	-1.0013	0.2570	-0.1964	-0.1826	0.1466	0.4122
ATR_212_set7__586	0.3783	0.7443	-0.5908	0.1587	-0.9099	0.3265	0.3800	0.1625	0.4921	0.4884
ATR_212_set7__659	0.0507	0.0633	0.6180	-0.0199	0.6554	0.0323	0.0198	-0.0461	-0.0239	0.0149
ATR_212_set7__669	0.0750	-0.2783	0.6147	-0.3141	0.6961	-0.1392	-0.1731	-0.0500	-0.0328	-0.0858
ATR_212_set7__687	-0.1746	-0.2816	0.6353	-0.3614	0.9207	-0.1992	-0.1482	-0.1535	-0.2316	-0.2052
ATR_212_set7__73	-0.1323	0.0762	-0.7428	0.1432	-1.0591	0.0834	-0.1116	-0.1324	-0.0360	-0.1627
ATR_212_set7__764	-0.3012	0.0306	-0.6974	0.1427	-0.9636	-0.0163	-0.0289	-0.2101	0.0281	0.1432
ATR_212_set7__765	0.0639	0.0416	0.7163	-0.0857	1.0012	0.0232	-0.0539	0.0683	-0.0183	-0.0485
ATR_212_set7__818	-0.2669	-0.1799	0.1386	-0.3276	0.3420	-0.1409	-0.3460	-0.2097	-0.2477	-0.2962
ATR_212_set7__83	-0.2128	-0.0252	0.0877	-0.2200	0.2880	-0.1304	-0.2343	0.0829	-0.2480	-0.1557
ATR_212_set7__98	0.4686	0.5395	-0.1782	1.9860	-0.4397	0.3556	0.4479	0.4141	0.3794	0.0457
ATR_212_set8__205	0.1321	0.2543	-0.6698	0.4300	-0.7145	0.0711	0.0871	-0.1565	0.3241	0.2077
ATR_212_set8__234	0.1340	0.2127	-0.7107	1.0544	-0.9061	0.1424	-0.0048	-0.0165	0.2388	-0.1015
ATR_212_set8__409	0.2104	0.2714	-0.6178	-0.0668	-0.9146	0.1804	0.2590	-0.2022	0.2681	0.2906
ATR_212_set8__416	-0.2001	-0.2706	-0.7679	0.1307	-0.9481	-0.4584	-0.1856	-0.4404	-0.1023	-0.1074
ATR_212_set8__489	-0.2782	-0.1537	-0.1246	-0.4501	0.0771	-0.2541	-0.1964	-0.0286	-0.3469	-0.3231
ATR_212_set8__551	0.1154	0.2012	0.2834	0.1451	0.5369	0.0371	0.0893	0.2825	0.0288	-0.0382
ATR_212_set9__102	-0.4868	-0.8552	0.2616	-0.0661	0.0011	-0.4142	-0.3765	-0.6554	-0.3651	-0.4083
ATR_212_set9__109	0.2310	0.1265	0.8011	0.0038	1.0508	0.1202	0.0998	0.5065	0.2221	0.1039
ATR_212_set9__134	-0.4885	-0.4183	-0.0901	-0.2215	-0.0502	-0.4258	-0.5825	-0.1755	-0.4792	-0.3859
ATR_212_set9__287	-0.2902	-0.2730	0.2705	-0.1127	0.2723	-0.3556	-0.3088	-0.1986	-0.5072	-0.5096
ATR_212_set9__322	-0.1485	0.0337	0.5727	-0.2520	0.7774	-0.0870	-0.1901	0.2783	-0.1487	-0.1769
ATR_212_set9__370	-0.5904	-0.5410	-0.2438	-0.4926	-0.1071	-0.5322	-0.5951	-0.3824	-0.6272	-0.5043
ATR_212_set9__400	0.1530	0.4077	0.0827	0.1031	0.2167	0.0043	-0.0419	0.6574	0.2692	0.0089
ATR_212_set9__506	0.0649	0.2833	-0.6555	0.1297	-1.0878	0.1549	0.0173	0.4148	0.3111	0.2097
ATR_212_set9__535	0.0315	0.0313	0.3693	-0.1409	0.6411	-0.0406	-0.0200	0.2136	-0.0630	-0.0881
ATR_212_set9__630	0.0319	0.1374	-0.4435	0.5977	-0.9465	0.0475	0.2283	-0.0390	0.2213	0.1502
ATR_212_set9__753	-0.2067	-0.4627	0.1934	-0.4182	0.1785	-0.2556	-0.3382	-0.1525	-0.2040	-0.0211
ATR_212_set9__820	-0.2657	-0.0389	-0.8032	0.1783	-0.9407	-0.0502	-0.2119	-0.2152	-0.0841	-0.3132
ATR_212_set9__839	-0.3462	-0.2068	0.0046	-0.5162	0.2565	-0.2700	-0.2702	-0.0067	-0.3931	-0.4322
ATR_213_set18__130	0.2711	0.4002	-0.4618	0.5584	-0.9277	0.5441	0.1616	0.7732	0.4109	0.0626
ATR_213_set18__190	0.0288	0.2652	-0.6154	0.5795	-0.7934	0.2317	0.0477	0.6590	0.1351	-0.0173
ATR_213_set18__318	0.1415	-0.0324	-0.7358	0.3912	-1.0059	0.2711	-0.0346	1.1207	0.4658	0.0081
ATR_213_set18__328	0.3345	0.4387	-0.5466	0.4971	-0.8503	0.2651	0.2887	0.3930	0.3591	0.1802
ATR_213_set18__402	-0.3049	-0.1255	-0.9375	-0.2124	-1.0095	-0.0560	-0.2834	-0.0265	-0.1553	-0.4082
ATR_213_set18__446	0.4265	0.5731	-0.6510	0.4752	-0.8669	0.7024	0.1903	0.9863	0.6679	0.4270
ATR_213_set18__46	0.2254	0.5316	-0.6788	0.1674	-0.9835	0.1817	0.1065	0.1490	0.3708	0.3612
ATR_213_set19__112	0.2514	0.2261	-0.5988	-0.0189	-0.9141	-0.0336	0.1628	-0.0323	0.2010	0.4871
ATR_213_set19__115	0.2232	-0.0104	-0.2657	0.1535	-0.4195	0.1633	0.2540	0.1351	0.2273	0.2967
ATR_213_set19__125	0.3122	0.3284	0.2356	0.1188	0.5466	0.2824	-0.0086	-0.0441	0.3551	0.4181
ATR_213_set19__138	0.1171	0.5325	-0.7801	-0.1931	-0.9669	0.1340	0.1413	0.2948	0.2496	0.4083
ATR_213_set19__222	0.1158	0.3714	-0.6332	0.2290	-0.8303	0.1642	0.2019	0.0707	0.2357	0.3484
ATR_213_set19__252	-0.3288	-0.5936	-0.8584	-0.3459	-0.8217	-0.4368	-0.1379	-0.4209	-0.2988	-0.2660
ATR_213_set19__284	-0.2657	-0.1275	-0.4310	-0.1002	-0.3284	-0.1938	-0.1004	-0.0977	-0.2261	-0.1921
ATR_213_set19__323	0.1765	0.1066	0.5848	-0.0889	0.4464	0.1446	0.0347	0.3553	0.0412	0.2412
ATR_213_set19__339	0.2101	-0.0534	-0.0956	-0.0678	0.0219	0.1080	0.1105	0.1180	0.1037	0.1153
ATR_213_set19__397	0.0060	0.3608	-0.7828	-0.1367	-1.0637	0.0565	0.1138	0.1766	0.0989	0.1925
ATR_213_set19__484	0.1233	0.2475	-0.5524	-0.1048	-0.6034	0.1716	0.0462	-0.0115	0.2065	0.4888
ATR_213_set19__487	-0.0988	0.1127	-0.6223	0.2715	-0.9169	-0.0627	-0.0639	0.0197	0.0023	0.0125
ATR_213_set19__639	0.0813	0.4126	-0.6359	0.4361	-1.0142	0.3658	0.0247	0.5044	0.2421	0.1014
ATR_213_set1__169	0.0851	-0.0355	-0.7663	-0.2244	-1.0606	-0.0300	0.1379	-0.2752	0.1377	0.3529
ATR_213_set1__193	-0.0757	-0.0218	0.0941	-0.1191	0.2400	-0.1657	-0.0878	-0.0147	-0.1474	-0.1727
ATR_213_set1__203	-0.2321	-0.0770	0.0089	-0.2399	0.2005	-0.2623	-0.2040	0.1118	-0.2656	-0.1715
ATR_213_set1__214	0.1316	0.0446	0.5665	0.3381	0.8797	0.0242	0.0966	0.1296	0.0641	0.0429
ATR_213_set1__314	0.1208	0.3020	0.2285	0.2157	0.4182	0.1010	0.0045	0.1953	0.0812	-0.0473
ATR_213_set1__337	-0.2554	-0.2724	-0.8232	0.7101	-1.0675	-0.3993	-0.3033	0.0816	-0.2476	-0.2429
ATR_213_set1__357	0.2689	0.3844	0.2374	0.0272	0.4116	0.1627	0.2211	0.3984	0.1738	0.1851
ATR_213_set1__388	0.2325	0.2748	0.4337	0.5104	0.5265	0.1373	0.0899	0.2990	0.1672	0.1335
ATR_213_set1__430	-0.0646	0.1184	0.0565	-0.2552	0.2244	-0.0702	-0.0733	0.1670	-0.1374	-0.0918
ATR_213_set1__463	-0.4020	-0.2533	-0.3933	-0.5619	-0.2057	-0.2953	-0.4121	-0.1865	-0.3873	-0.3975
ATR_213_set1__95	-0.1598	-0.1113	-0.7467	0.5340	-1.0137	0.0110	-0.1053	-0.0953	-0.0421	-0.2178
ATR_213_set2__129	-0.1326	-0.0680	-0.6865	0.3732	-0.9606	0.1301	-0.0061	-0.1320	0.0111	-0.1345
ATR_213_set2__223	0.2231	0.2066	0.0856	0.2034	0.0191	0.3689	0.1300	0.0564	0.3208	0.2424
ATR_213_set2__241	0.4771	1.1248	-0.5113	0.4104	-0.7222	0.6751	0.4802	0.7781	0.6053	0.4091
ATR_213_set2__254	-0.2700	-0.0786	-0.1606	0.0571	0.1486	-0.0813	-0.1285	0.7014	-0.1289	0.0740
ATR_213_set2__277	0.0253	0.0849	-0.6451	0.4685	-0.9134	0.1621	0.2236	-0.0358	0.1208	-0.0941
ATR_213_set2__309	-0.1592	-0.0643	-0.8478	0.3709	-1.0881	0.0696	-0.0581	-0.0851	-0.0677	-0.2084
ATR_213_set2__354	0.0984	-0.0017	0.3070	-0.2351	0.4586	0.2055	-0.1272	0.1245	0.0306	0.3104
ATR_213_set2__363	0.3562	0.0729	-0.6395	-0.2019	-0.6468	-0.1072	0.3847	0.0168	0.2928	0.3998
ATR_213_set2__382	0.1612	0.9615	-0.1077	0.1043	0.1974	0.2104	-0.1849	0.5282	0.1919	0.1505
ATR_213_set2__39	-0.2284	-0.0907	-0.4897	0.1621	-0.6393	0.2911	-0.1982	-0.2285	0.1794	0.0744
ATR_213_set2__427	0.3190	0.0488	-0.3110	0.3962	-0.5789	0.4377	0.2355	0.1481	0.4277	0.3140
ATR_213_set2__455	0.2691	0.2496	0.6140	-0.2398	0.7425	0.3103	0.1089	0.0115	0.1423	0.2979
ATR_213_set2__461	-0.0556	0.0055	-0.7474	0.4780	-1.0305	0.0997	0.0160	-0.0782	0.0241	-0.1914
ATR_213_set2__464	0.0922	0.1379	-0.7089	0.4042	-0.9236	0.2675	-0.1810	0.1505	0.2817	-0.0795
ATR_213_set2__490	0.1588	0.3988	0.3059	0.0968	0.7268	0.2907	-0.0873	0.2457	0.1281	0.2601
ATR_213_set2__496	0.1313	0.7093	-0.3289	0.4788	-0.8183	0.2754	-0.0480	-0.0767	0.1967	0.2001
ATR_213_set2__499	-0.1040	0.1177	-0.8854	-0.0885	-1.0805	-0.0557	0.0250	-0.2729	-0.0694	0.0458
ATR_213_set2__51	-0.1721	0.0003	-0.5243	0.6704	-0.9516	0.0752	-0.0524	0.1740	0.0840	-0.1583
ATR_213_set2__539	-0.0115	0.0495	-0.0547	-0.0417	0.0299	-0.0454	-0.2452	0.1675	-0.1409	-0.0178
ATR_213_set2__594	-0.1536	-0.2956	0.4245	-0.2326	0.5678	-0.1248	-0.1909	-0.1257	-0.1944	-0.1521
ATR_213_set2__60	0.3078	-0.2246	-0.8014	1.3053	-0.8894	0.5274	0.3520	0.7294	0.5126	0.0897
ATR_213_set2__613	-0.1417	0.1032	-0.7697	0.2823	-0.9895	0.0793	-0.0961	-0.0304	0.0009	-0.1132
ATR_213_set2__716	-0.0038	0.3123	0.1992	0.0666	0.5776	0.1028	-0.1883	0.0853	0.0079	0.0339
ATR_213_set2__751	0.1151	0.1997	-0.6961	-0.0341	-0.9151	0.1789	0.1283	0.1025	0.1302	0.3241
ATR_213_set2__789	-0.1932	-0.1111	-0.7651	-0.2255	-0.8519	-0.0356	-0.1162	-0.2688	-0.0129	-0.2215
ATR_213_set2__796	0.1574	0.4105	0.0811	-0.0322	0.6128	0.2266	-0.3493	0.2502	0.1822	0.0128
ATR_213_set2__836	0.1910	0.2889	-0.4395	0.1868	-0.6943	0.3162	0.2425	0.2492	0.2294	0.1831
ATR_213_set2__839	-0.1364	-0.0623	-0.7636	0.3910	-1.0022	0.1062	-0.0172	-0.0472	-0.0683	-0.1078
ATR_213_set2__85	-0.1610	-0.5402	-0.1586	-0.3723	-0.6632	-0.3300	0.0736	-0.7409	-0.1001	-0.0176
ATR_213_set2__870	-0.3181	-0.3556	-0.8870	-0.3407	-1.1333	-0.2290	-0.4920	-0.3332	-0.2960	-0.1386
ATR_213_set2__881	-0.4356	-0.2642	-0.7084	0.3139	-0.9676	-0.2107	-0.2787	-0.2080	-0.2966	-0.3873
ATR_213_set2__91	-0.0220	0.1815	-0.6680	0.4230	-0.9494	0.1866	-0.0419	0.1112	0.0387	-0.0588
ATR_213_set4__119	0.0032	-0.0782	0.5250	0.0706	0.7853	-0.1591	-0.0228	0.1370	-0.1832	-0.1100
ATR_213_set4__132	0.2021	0.0292	0.6489	0.1477	0.8591	0.0755	0.0849	0.3962	0.1538	0.0988
ATR_213_set4__26	0.1713	0.0982	0.6241	0.3460	0.8186	0.0049	0.0810	0.2038	0.0685	0.0503
ATR_213_set5__366	0.0904	0.2768	0.1120	0.0308	0.2280	0.0620	0.0561	0.3894	0.0371	-0.0170
ATR_213_set5__468	-0.3412	0.0092	-0.8539	-0.2234	-1.0911	-0.0578	-0.0986	-0.4330	-0.3213	-0.3133
ATR_213_set5__477	0.1278	0.5562	-0.6553	0.3025	-0.8278	0.3418	0.3459	0.2710	0.2740	0.1872
ATR_213_set5__48	0.3440	0.2612	0.4066	0.5006	0.4301	0.2615	0.2698	0.1814	0.3340	0.3090
ATR_213_set5__486	0.0367	0.1090	-0.8460	-0.1616	-0.8348	-0.0581	0.2207	-0.1727	-0.0346	0.2743
ATR_213_set5__503	0.3844	0.1993	0.4820	0.5364	0.4720	0.2407	0.1815	0.4045	0.3382	0.3101
ATR_213_set5__538	0.3163	0.0456	0.5080	0.5335	0.5791	0.0718	0.1068	0.5348	0.2226	0.2735
ATR_213_set5__577	-0.1520	-0.1750	-0.7628	0.1712	-0.9001	-0.3008	-0.1204	-0.3607	-0.0293	0.0165
ATR_213_set5__621	-0.1396	-0.1111	0.1026	-0.3460	0.3583	-0.1693	-0.0368	0.0410	-0.2129	-0.2105
ATR_213_set5__626	0.1075	0.3425	-0.6216	0.5110	-0.7995	0.3815	-0.0383	-0.1644	0.2514	0.0815
ATR_213_set5__630	0.2854	-0.0281	0.5567	0.2903	0.7615	0.0184	0.2824	0.3920	0.2893	0.2778
ATR_213_set5__781	0.1625	0.2079	-0.5077	0.3812	-0.8740	0.3652	0.4889	0.0854	0.4636	0.4823
ATR_213_set6__137	-0.4614	-0.0120	-0.8390	0.1357	-0.9385	-0.2362	-0.3460	-0.4037	-0.3051	-0.3140
ATR_213_set6__287	0.0332	0.0244	-0.8194	0.2380	-0.9159	0.0791	0.1469	0.0513	0.1422	0.0478
ATR_213_set6__317	-0.1596	-0.1640	0.3908	-0.2200	0.6759	-0.2116	-0.1315	-0.0053	-0.2040	-0.2697
ATR_213_set6__32	-0.0396	-0.2487	0.5295	-0.0619	0.7092	-0.3148	-0.3201	-0.3454	-0.0849	-0.1253
ATR_213_set6__336	0.0899	0.0338	0.6076	0.2217	0.8219	-0.0156	0.0120	0.0744	0.0213	0.0048
ATR_213_set6__369	0.3650	0.4684	-0.6394	-0.3156	-0.9054	0.3453	0.4585	-0.1398	0.4027	0.7024
ATR_213_set6__410	-0.0799	0.0766	-0.1275	-0.3017	0.0201	-0.1016	-0.1569	0.1407	-0.1565	-0.1122
ATR_213_set6__66	-0.3632	0.5589	-0.8532	0.3625	-1.0568	-0.1439	-0.4648	-0.1999	-0.1140	0.0904
ATR_213_set7__110	0.0986	-0.0395	0.4798	-0.2722	0.5820	0.0963	-0.0221	0.0598	-0.0179	0.2408
ATR_213_set7__164	0.4198	0.7118	-0.6109	-0.1265	-0.9098	0.4417	0.3230	0.2854	0.5516	0.4396
ATR_213_set7__202	-0.0980	-0.0155	-0.5023	0.3117	-0.6552	-0.0542	0.1127	-0.3596	-0.0443	-0.2750
ATR_213_set7__257	-0.0906	0.0081	-0.1530	-0.3099	0.1071	-0.1496	-0.0442	-0.0705	-0.1311	0.0513
ATR_213_set7__304	-0.5545	0.0014	-0.1933	-0.3225	-0.2521	-0.2375	-0.6788	0.1849	-0.5329	-0.2865
ATR_213_set7__322	0.0664	0.3896	-0.6537	0.0302	-0.9509	0.1042	-0.0243	0.1878	0.1681	0.0836
ATR_213_set7__327	-0.8404	-0.8947	0.4805	-0.8425	0.6901	-0.7219	-0.5358	-0.8532	-0.7513	-0.7342
ATR_213_set7__374	0.3900	0.5356	-0.6442	0.1613	-0.8940	0.6106	0.3107	0.2163	0.5181	0.4568
ATR_213_set7__501	-0.1969	-0.5147	0.4734	-0.1040	0.6128	-0.1995	-0.1893	-0.5400	-0.3084	-0.2075
ATR_213_set7__509	-0.0952	0.0277	-0.7824	-0.0403	-1.0257	0.0428	-0.0732	-0.1427	0.0033	-0.0658
ATR_213_set7__515	0.2454	0.5108	-0.6861	0.0007	-0.9039	0.1358	0.1322	0.1746	0.3613	0.3394
ATR_213_set7__570	-0.6491	-1.1445	0.5111	-0.6189	0.4331	-0.7773	-0.7052	-0.8794	-0.3587	-0.4271
ATR_213_set7__76	0.1695	0.4642	-0.6581	0.0447	-1.0379	0.2567	0.1242	0.0087	0.2610	0.4076
ATR_213_set7__774	-0.1675	-0.2908	-0.6060	-0.7655	-0.8192	-0.2060	-0.1597	-0.3559	-0.1212	-0.1958
ATR_213_set7__88	0.2159	-0.2950	-0.7488	-0.3002	-0.7324	-0.0292	0.0458	-0.4474	0.2241	0.1770
ATR_213_set8__37	-0.1037	-0.0035	-0.7460	0.3559	-0.9679	-0.1692	-0.1903	-0.2884	-0.0604	0.1553
ATR_213_set8__39	-0.1371	0.0246	-0.7676	0.5052	-1.0636	-0.1153	-0.1327	-0.3036	-0.0456	0.1080
ATR_213_set8__64	-0.5691	-0.5333	0.0020	-0.4623	0.2283	-0.3928	-0.4075	-0.3736	-0.5319	-0.6084
ATR_213_set9__160	0.1250	0.2564	-0.4780	0.1674	-0.9497	0.0583	0.3088	-0.1676	0.2055	0.1641
ATR_213_set9__194	0.0018	-0.2188	0.5401	0.1099	0.6149	-0.1149	-0.0820	0.0640	0.0281	0.0411
ATR_213_set9__198	-0.1491	-0.1599	0.1914	0.0197	0.2977	-0.0653	-0.1704	0.0032	-0.1673	-0.0856
ATR_213_set9__260	0.2104	0.2369	-0.8339	0.2995	-1.0196	0.1359	0.0123	-0.2003	0.1911	0.1405
ATR_213_set9__262	0.1190	0.2367	0.6047	0.1637	0.6960	0.0569	-0.0822	0.0722	0.0379	0.0510
ATR_213_set9__273	0.1838	0.5395	-0.6133	0.2126	-0.7615	0.0654	0.3642	0.0665	0.1430	0.1651
ATR_213_set9__301	0.0612	-0.3434	0.8264	-0.0086	0.8849	-0.2410	-0.1150	-0.1940	-0.0008	-0.0315
ATR_213_set9__317	-0.2930	-0.0819	-0.0453	-0.3159	0.0864	-0.2865	-0.3326	0.0196	-0.4460	-0.2480
ATR_213_set9__320	-0.3134	-0.1835	-0.7760	-0.0797	-0.8696	-0.2315	-0.2521	-0.3469	-0.2004	-0.1381
ATR_213_set9__385	0.0416	-0.3546	-0.8641	0.0382	-0.9413	-0.3274	-0.0304	-0.4787	0.0769	-0.0583
ATR_213_set9__452	0.1262	0.0393	0.3167	0.0560	0.4657	-0.0105	-0.0253	0.2300	0.0679	0.0749
ATR_213_set9__530	0.1587	0.8389	-0.5370	-0.1637	-0.8611	0.0338	0.4468	-0.1519	0.1938	0.4392
ATR_213_set9__555	0.2087	0.6287	-0.6271	-0.1616	-0.5837	0.1592	-0.0423	1.1364	0.1489	-0.3404
ATR_213_set9__577	-0.1668	-0.1107	-0.0196	-0.4387	0.1378	-0.0952	-0.2324	0.0619	-0.2028	-0.2114
ATR_213_set9__680	-0.6626	-0.2440	-0.3700	-0.3842	-0.0907	-0.3883	-0.5992	-0.0799	-0.5189	-0.5641
ATR_213_set9__705	0.1047	-0.9127	-0.0272	0.3547	-0.0710	0.1253	0.1281	-0.8282	0.2046	0.2551
ATR_213_set9__86	0.3045	0.3569	0.7156	0.4164	0.9132	0.1828	0.1530	0.2721	0.2056	0.2005
ATR_214_set18__120	0.4513	0.5978	-0.5918	0.0128	-0.8609	0.3467	0.3600	0.7477	0.6906	0.6297
ATR_214_set18__14	0.5765	0.7769	-0.6157	0.0944	-1.0186	0.5705	0.3972	0.4965	0.5724	0.4838
ATR_214_set18__172	-0.2875	0.0016	-0.8039	0.4739	-1.0767	0.0087	-0.1678	-0.1466	-0.1643	-0.3585
ATR_214_set18__185	-0.0539	0.2899	-0.5672	0.4014	-0.9672	-0.1089	0.1770	0.1139	-0.0470	-0.2744
ATR_214_set18__208	0.5412	0.9683	-0.7052	0.0194	-0.8514	0.9039	0.2996	0.4738	0.6916	0.4731
ATR_214_set18__213	0.0537	0.2890	-0.8158	-0.2674	-1.0234	0.2035	0.3206	0.0302	0.2887	0.3017
ATR_214_set18__238	0.0091	0.2066	-0.7050	0.2769	-0.9897	0.1794	-0.0194	0.1202	0.1060	-0.0429
ATR_214_set18__270	0.4612	0.7892	-0.6641	0.1269	-0.9361	0.3942	0.4536	0.8859	0.5333	0.4248
ATR_214_set18__356	0.2393	0.4558	-0.7433	0.2749	-0.9918	0.2933	-0.0210	0.2385	0.3837	0.3202
ATR_214_set18__362	-0.0152	0.1443	-0.6713	0.2774	-0.9432	0.2149	-0.1274	0.0762	0.0616	-0.0522
ATR_214_set18__61	-0.1933	-0.1048	-0.7853	0.2715	-0.9572	0.0449	-0.1108	-0.0677	-0.0300	-0.2009
ATR_214_set18__86	0.2009	0.3186	-0.6684	0.1665	-0.9254	0.1858	0.2289	0.2807	0.3289	0.1525
ATR_214_set19__136	-0.0636	0.2174	-0.6573	0.9006	-0.7035	-0.0022	0.1322	0.1630	0.0051	0.1287
ATR_214_set19__146	0.1711	-0.0393	0.5927	-0.2156	0.5317	0.0915	0.0487	0.1685	0.1366	0.2552
ATR_214_set19__158	0.0285	-0.1808	0.3155	-0.0617	0.5520	0.1949	-0.2701	0.0376	-0.0724	0.3144
ATR_214_set19__244	-0.0909	0.1049	-0.0736	-0.2318	-0.2556	-0.1185	0.0501	-0.0235	-0.1622	-0.0391
ATR_214_set19__253	0.0464	-0.0024	-0.3838	0.3987	-0.6783	0.2101	0.0707	-0.0646	0.1955	0.1242
ATR_214_set19__30	-0.0688	0.2017	-0.8443	-0.0701	-1.0720	-0.0102	0.0574	-0.1488	0.0441	0.1172
ATR_214_set19__31	0.5766	0.3059	-0.7042	1.1548	-0.8335	0.6099	0.6131	0.6690	0.7298	0.1583
ATR_214_set19__351	0.0779	0.1807	0.0649	-0.1295	0.1450	0.0551	-0.0545	0.1480	0.0421	0.0620
ATR_214_set19__352	0.2418	-0.0682	0.4772	-0.0952	0.5287	0.1744	0.0291	0.2419	0.1344	0.1335
ATR_214_set19__387	-0.0946	0.4202	-0.7686	-0.2411	-0.9614	0.0624	-0.0269	0.3182	0.0623	0.0439
ATR_214_set19__491	0.1434	0.1901	-0.3940	-0.4768	-0.6688	0.2398	0.3760	-0.0967	0.0753	0.1986
ATR_214_set19__515	0.3692	0.4808	-0.3809	0.6401	-0.9310	0.4468	-0.2039	0.3399	0.1087	0.3419
ATR_214_set19__569	-0.4620	-0.5671	-0.9924	0.2997	-1.0016	-0.3367	0.0046	0.4197	-0.3892	-0.0804
ATR_214_set19__639	-0.2416	0.1147	-0.5827	-0.3353	-0.8099	0.4612	-0.4220	-0.3921	0.1880	-0.0292
ATR_214_set19__664	-0.3079	-0.1517	-0.7593	0.2631	-1.0615	-0.2177	-0.1449	-0.3433	-0.2601	-0.3006
ATR_214_set19__683	-0.2313	-0.3203	-0.8438	-0.5735	-0.9787	-0.1880	0.0176	-0.6199	-0.2060	-0.0298
ATR_214_set19__699	0.4358	0.9179	-0.7964	0.3014	-0.9920	0.4168	0.1474	0.2158	0.6090	0.4263
ATR_214_set19__714	-0.0213	0.0459	0.2699	-0.0945	0.3249	0.0495	-0.0034	0.1243	-0.0626	0.0743
ATR_214_set19__720	-0.1468	0.3291	-0.7063	0.4463	-0.8538	-0.0642	0.0483	-0.2780	-0.0780	-0.0674
ATR_214_set19__735	0.5278	0.7509	-0.4066	0.6990	-0.7305	0.4250	0.5060	0.8548	0.6231	0.6083
ATR_214_set1__114	0.1787	0.1517	0.6633	0.5605	0.8666	0.0360	0.1587	0.1559	0.1094	0.1091
ATR_214_set1__157	0.3625	0.4713	0.3365	0.1413	0.5125	0.2464	0.2949	0.4734	0.2715	0.2469
ATR_214_set1__235	0.1010	0.2065	0.3748	0.1437	0.6267	-0.0098	0.0636	0.1947	0.0328	0.0603
ATR_214_set1__266	0.2684	0.4709	-0.4973	0.1260	-0.8567	0.1718	0.3960	0.1047	0.3145	0.3124
ATR_214_set1__292	0.2566	0.3688	0.3743	0.2013	0.5346	0.1460	0.1977	0.3313	0.1800	0.1559
ATR_214_set1__346	0.3840	0.6363	-0.6324	0.1093	-1.0036	0.3016	0.1461	0.1347	0.4465	0.3105
ATR_214_set1__35	0.0211	0.2950	0.1762	0.1466	0.4025	-0.0184	0.0317	0.3597	0.0310	-0.0445
ATR_214_set1__48	0.1997	0.2615	0.4709	0.3501	0.5825	0.0557	0.1320	0.2379	0.1078	0.1284
ATR_214_set1__57	0.2154	0.2804	0.4422	0.1064	0.6693	0.0610	0.1389	0.2796	0.0979	0.0957
ATR_214_set2__141	0.0904	-0.2856	-0.4837	0.2701	-0.6820	-0.0232	-0.0566	-0.0249	0.3759	-0.2073
ATR_214_set2__256	0.0270	-0.0474	-0.7743	0.0670	-1.0208	0.2201	0.1974	-0.2651	-0.0946	-0.0657
ATR_214_set2__328	0.2589	0.1563	0.6805	0.0034	0.6683	0.2801	0.0704	0.1812	0.1570	0.3513
ATR_214_set2__332	0.1825	0.1273	-0.1748	-0.6087	-0.3260	0.2830	0.3884	-0.2506	0.2915	0.1973
ATR_214_set2__413	-0.1891	0.0373	-0.7874	0.1551	-1.0214	-0.0560	-0.2052	-0.0911	-0.0947	-0.2381
ATR_214_set2__43	0.1496	0.6481	-0.4006	0.2049	-0.6995	0.3591	0.1872	0.5165	0.2858	0.1903
ATR_214_set2__487	0.2099	0.8274	-0.1355	-0.8813	-0.0227	0.3062	-0.4204	0.6283	0.1812	0.2290
ATR_214_set2__617	0.2467	0.7184	-0.6643	-0.4840	-0.9784	0.1201	0.1644	0.1426	0.2356	0.1297
ATR_214_set2__678	-0.0223	-0.2350	0.4619	-0.3226	0.4824	-0.1051	-0.0683	-0.1091	-0.0035	0.0286
ATR_214_set2__683	0.4422	0.1114	0.2532	-0.1263	0.0010	0.1707	0.0461	0.3399	0.4522	0.4047
ATR_214_set2__703	0.0594	-0.1836	-0.0196	-0.4853	0.0200	-0.1729	-0.1608	0.0849	-0.0901	-0.0536
ATR_214_set2__724	-0.0090	0.0248	0.0322	0.0665	0.2973	-0.0236	0.0196	0.2232	-0.0793	0.0224
ATR_214_set2__838	-0.0571	-0.3091	-0.8934	-0.2234	-0.9015	-0.3390	-0.0168	-0.5206	-0.0306	0.0906
ATR_214_set2__865	0.1318	-0.0719	0.4356	-0.3364	0.5407	0.1560	-0.0759	0.0654	0.0504	0.0726
ATR_214_set2__866	0.4516	0.2594	-0.8487	0.5895	-0.9234	-0.2260	0.4807	0.0076	0.3603	0.4055
ATR_214_set2__873	0.2779	-0.3339	-0.4063	-0.6490	0.0408	-0.1172	0.3480	-0.2264	0.2035	0.4084
ATR_214_set2__887	-0.2254	-0.3791	0.2392	-0.2953	0.1647	-0.2422	-0.2385	-0.3005	-0.3960	-0.1299
ATR_214_set2__891	0.2114	0.0785	-0.1219	-0.1930	-0.3503	0.1267	0.0244	-0.0484	0.3463	0.2063
