	Atrial_septal_defect	Atrioventricular_septal_defect	DilatedCardiomyopathy	Familial_thoracic_aortic_aneurysm_and_aortic_dissection	HypertrophicCardiomyopathy	Malformation_of_the_outflow_tract	PCGC_DeNovoVariants	Single_ventricle_disease	Valve_defects	Ventricular_septal_defect
VEN_026_set24__886	-0.1293	-0.0685	0.4878	-0.3043	0.6524	-0.1099	-0.1191	0.0031	-0.1968	-0.1775
VEN_026_set24__897	-0.0983	-0.0158	0.5646	-0.2842	0.5690	-0.0591	-0.1154	-0.1043	-0.1665	-0.1261
VEN_026_set24__92	0.3657	0.2394	-0.3927	0.4679	-0.7194	0.2753	0.3976	0.2712	0.3826	0.2984
VEN_026_set25__208	0.0859	0.0311	0.5862	-0.2228	0.8923	0.0069	0.0380	0.1359	-0.0019	0.0495
VEN_026_set25__334	0.3847	0.3151	0.5331	0.0906	0.5114	0.2938	0.2358	0.4276	0.3594	0.4220
VEN_026_set25__355	-0.0368	-0.1667	0.5422	-0.3578	0.6370	-0.0597	-0.0528	0.0152	-0.0910	0.0038
VEN_026_set25__467	-0.2377	-0.4528	0.2456	-0.0945	0.1585	-0.1637	-0.3844	-0.1925	-0.2929	-0.1778
VEN_026_set25__510	0.1766	0.0736	0.4728	0.0271	0.3959	0.1351	0.1485	0.2120	0.1265	0.1508
VEN_026_set25__517	-0.2768	-0.5462	0.5042	-0.4954	0.3949	-0.1753	-0.2683	-0.4422	-0.2752	-0.2712
VEN_026_set25__572	0.1436	0.0175	0.5513	-0.1890	0.6707	0.0687	0.0949	0.1046	0.0770	0.1194
VEN_026_set25__591	0.1260	0.0351	-0.6741	-0.3508	-0.6718	0.0125	0.1361	-0.0719	0.1838	0.1744
VEN_026_set25__612	0.1268	0.0823	0.4847	-0.1598	0.7298	0.0698	0.0442	0.1557	0.0663	0.1583
VEN_026_set25__668	-0.1014	-0.1295	0.4018	-0.3487	0.6783	-0.0879	-0.0868	0.0811	-0.1760	-0.0930
VEN_026_set25__697	-0.3045	-0.2895	0.2210	-0.4563	0.5054	-0.2706	-0.2956	-0.3110	-0.3511	-0.2880
VEN_026_set25__705	0.0906	0.1375	0.3810	-0.1764	0.6185	0.0270	0.0016	0.2645	0.0011	0.1000
VEN_026_set26__188	0.1784	0.0130	0.7428	-0.0062	0.7862	0.0840	0.0868	0.2093	0.0951	0.1015
VEN_026_set26__324	-0.2133	-0.2837	0.6315	-0.3046	0.9149	-0.2172	-0.2013	-0.2331	-0.2623	-0.2439
VEN_026_set26__336	-0.3677	-0.2817	0.1965	-0.4899	0.5230	-0.3220	-0.3116	-0.1896	-0.4364	-0.3860
VEN_026_set26__364	0.2142	0.0747	0.7034	-0.0095	0.7677	0.1116	0.0893	0.1449	0.1737	0.1182
VEN_026_set26__376	0.2011	-0.0055	0.0020	0.0532	0.2049	-0.1153	-0.0648	-0.0549	0.2605	0.4372
VEN_026_set26__385	0.0869	0.0274	0.6480	-0.1993	0.7498	0.0171	0.0456	0.1304	0.0321	0.0096
VEN_026_set26__434	0.4038	0.6717	-0.5873	0.1475	-0.9132	0.3049	0.3217	0.2447	0.4942	0.4722
VEN_026_set26__479	0.0393	-0.0721	0.7858	-0.2348	1.0120	-0.0285	0.0000	0.0118	-0.0344	0.0151
VEN_026_set26__487	-0.1318	-0.2731	0.8515	-0.4418	1.1461	-0.0563	-0.0468	-0.2370	-0.1415	-0.2218
VEN_026_set26__501	0.1923	-0.0470	0.5496	-0.2662	0.6543	0.0925	0.0307	0.0800	0.1118	0.1869
VEN_026_set26__580	-0.0828	-0.1318	0.6497	-0.1518	0.8397	-0.0407	-0.1094	-0.1403	-0.1383	-0.0671
VEN_026_set26__723	-0.2439	0.1687	-0.6252	-0.0418	-0.3411	0.0149	-0.2520	0.2484	-0.0905	0.1851
VEN_026_set26__788	-0.0426	-0.1965	0.8875	-0.3550	1.0409	-0.1451	-0.1159	-0.1340	-0.1169	-0.0964
VEN_026_set26__792	-0.2068	-0.1730	-0.8526	0.1198	-1.0265	-0.0740	-0.1670	-0.3881	-0.1516	-0.2426
VEN_026_set26__798	0.2209	0.3004	-0.3276	0.9694	-0.5585	0.2154	0.3983	0.0854	0.2961	0.1896
VEN_026_set26__818	0.1100	0.6075	-0.6726	0.4218	-0.9423	0.1441	-0.0706	0.0855	0.1819	0.0360
VEN_026_set26__849	-0.1474	-0.1759	0.7391	-0.2514	1.0935	-0.1513	-0.0476	-0.1995	-0.2208	-0.1604
VEN_026_set26__879	-0.0178	-0.0843	0.6933	-0.2750	0.9331	-0.0415	-0.0927	-0.0975	-0.0626	-0.0119
VEN_026_set26__945	-0.1130	0.0579	0.2319	-0.2607	0.3119	0.0254	-0.1746	0.5192	-0.0490	0.0057
VEN_026_set26__960	-0.0898	0.4434	-0.7681	-0.3209	-0.8651	0.1821	-0.3819	-0.2325	0.1321	0.3666
VEN_026_set27__129	-0.2191	-0.3087	0.5123	-0.3045	0.7826	-0.2453	-0.1617	-0.1683	-0.2571	-0.2217
VEN_026_set27__134	-0.3493	-0.3482	0.2783	-0.3852	0.5380	-0.3019	-0.3317	-0.2111	-0.3780	-0.4042
VEN_026_set27__236	0.1830	0.1082	-0.3456	0.2131	-0.4639	0.0336	0.2930	0.0320	0.1615	-0.2375
VEN_026_set27__257	0.2373	0.1395	-0.6504	0.3575	-0.8874	0.1891	0.1052	0.5056	0.3153	0.2333
VEN_026_set27__362	0.0371	0.0538	0.5653	-0.1985	0.8422	-0.0389	0.0286	0.1873	-0.0656	0.0081
VEN_026_set27__385	0.2547	0.0941	-0.5890	0.4912	-0.7847	0.1570	0.4675	-0.1641	0.3622	0.3536
VEN_026_set27__430	0.1726	0.1062	0.8837	-0.1261	1.1512	0.0714	0.1382	0.1386	0.0860	0.0910
VEN_026_set27__559	0.0497	0.0366	0.6475	-0.1827	0.8539	0.0186	0.0698	0.1477	0.0038	0.0808
VEN_026_set27__721	-0.4870	-0.5534	0.0735	-0.5636	0.4714	-0.3713	-0.2423	-0.4641	-0.6225	-0.6118
VEN_026_set29__217	-0.3307	-0.2920	-0.7971	0.0978	-1.0338	-0.2391	-0.2148	-0.3646	-0.1763	-0.3270
VEN_026_set29__233	0.1452	0.3713	-0.6172	0.7016	-1.0532	0.4711	0.3431	0.6931	0.5700	0.3589
VEN_026_set29__239	0.1215	0.0224	0.6131	-0.1506	1.0925	0.0427	0.0865	0.1035	0.0859	0.1142
VEN_026_set29__267	-0.1231	-0.1994	0.5433	-0.2897	0.7245	-0.1258	-0.0796	-0.0518	-0.2105	-0.1915
VEN_026_set29__372	0.0751	0.2351	-0.6776	0.2698	-0.9562	0.2297	0.1711	0.1155	0.1787	0.0225
VEN_026_set29__475	-0.0571	-0.2239	0.7014	-0.3881	0.8713	-0.1181	-0.0274	-0.1515	-0.1389	-0.0567
VEN_026_set29__496	-0.1549	-0.6100	-0.7512	-0.3228	-0.9970	-0.6700	-0.3007	-0.7759	-0.1097	-0.0851
VEN_026_set29__529	-0.1084	-0.2867	0.4757	-0.4937	0.6030	-0.1372	-0.1721	0.0012	-0.0874	-0.1112
VEN_026_set29__577	-0.0862	0.1290	-0.5433	0.8013	-0.7002	-0.1375	-0.0572	-0.0521	0.0301	-0.1229
VEN_026_set29__620	-0.4698	-0.8435	0.1823	-0.0899	0.1209	-0.4198	-0.1926	-0.5077	-0.4100	-0.3480
VEN_026_set29__659	-0.0070	-0.0660	0.4229	-0.2245	0.4778	0.0051	0.0317	0.0735	-0.0139	0.0989
VEN_026_set29__673	-0.0742	-0.1469	0.6520	-0.3191	0.9038	-0.0951	-0.0831	-0.1097	-0.1368	-0.1087
VEN_026_set29__695	-0.2299	-0.1764	0.2868	-0.1780	0.6533	-0.2311	-0.2201	0.0594	-0.3022	-0.3434
VEN_026_set29__72	-0.0722	-0.3072	-0.6602	0.2655	-0.9326	-0.0295	0.0766	-0.3093	0.0044	-0.0609
VEN_026_set29__73	0.2771	0.1446	0.7765	-0.0044	0.7926	0.1628	0.1847	0.2762	0.2255	0.2828
VEN_026_set30__143	-0.2755	-0.1316	0.4854	-0.4464	0.8815	-0.2003	-0.1007	-0.3542	-0.2750	-0.2299
VEN_026_set30__40	0.0776	0.0008	0.7912	-0.1926	0.9969	-0.0044	0.0771	0.0973	-0.0107	0.0315
VEN_026_set31__141	-0.2665	-0.3737	0.6689	-0.4657	0.8278	-0.1893	-0.2151	-0.2409	-0.2892	-0.2833
VEN_026_set31__167	0.0362	-0.1089	0.6232	-0.2328	0.8025	-0.0211	0.0072	-0.0137	-0.0356	-0.0038
VEN_026_set31__211	0.0801	-0.2080	0.5138	-0.3214	0.4375	-0.0604	-0.0107	0.0811	-0.0308	0.0690
VEN_026_set31__212	-0.0300	-0.1504	0.7006	-0.2858	0.8666	-0.0671	-0.0576	-0.0636	-0.0674	-0.0639
VEN_026_set31__226	0.1959	0.0838	0.7529	-0.1313	0.8532	0.1268	0.1133	0.1596	0.1487	0.1780
VEN_026_set31__311	-0.0400	-0.0338	0.2905	0.3379	0.4907	0.1400	0.0757	0.4093	0.0924	0.2492
VEN_026_set31__32	0.1010	-0.0024	0.7661	-0.1902	1.0446	0.0081	0.0490	0.0538	0.0010	0.0203
VEN_026_set31__324	0.0164	0.0127	0.5674	-0.1830	0.7472	0.0110	0.0084	0.0637	-0.0091	-0.0127
VEN_026_set31__363	0.0697	-0.0294	0.7427	-0.1714	0.9634	0.0103	0.0358	0.0250	0.0145	0.0350
VEN_026_set31__474	0.1621	0.1596	0.3144	-0.0076	0.4985	0.0657	0.1818	0.1961	0.1731	0.2851
VEN_026_set31__476	0.1900	0.0162	0.5487	-0.1185	0.6146	0.1096	0.1272	0.1115	0.1360	0.1848
VEN_026_set32__1037	-0.2993	-0.4955	-0.2128	-0.3545	-0.0544	-0.3041	0.0630	-0.4406	-0.3009	-0.1634
VEN_026_set32__164	-0.0357	0.0581	0.0338	-0.2486	0.1537	-0.0361	-0.1325	0.2224	-0.0856	-0.0305
VEN_026_set32__30	-0.7224	-0.5041	-0.8128	-0.1267	-0.7891	-0.6242	-0.4731	-0.2536	-0.6971	-0.5954
VEN_026_set32__345	-0.3563	-0.2854	-0.2215	-0.2761	-0.0783	-0.2251	-0.3085	0.0619	-0.3693	-0.2792
VEN_026_set32__395	-0.2556	0.0634	-0.7803	0.5726	-0.9724	-0.2226	0.2549	-0.1731	-0.1666	-0.3669
VEN_026_set32__459	0.0757	0.0886	-0.4865	-0.5746	-0.6904	0.1107	0.3691	-0.2586	-0.0047	0.1382
VEN_026_set32__463	0.0719	0.2492	-0.4428	-0.3126	-0.2902	0.3739	-0.0657	0.6154	0.0593	0.0485
VEN_026_set32__5	-0.5246	-0.2911	-0.3013	-0.3273	-0.1662	-0.4229	-0.3451	-0.0754	-0.4256	-0.3127
VEN_026_set32__516	-0.4455	-0.4738	-0.7840	0.3968	-0.7776	-0.3287	-0.2728	-0.6077	-0.3811	-0.3336
VEN_026_set32__649	-0.5082	-0.8844	-0.2578	-0.5812	-0.6461	-0.4353	-0.4757	-0.5056	-0.5712	-0.0689
VEN_026_set32__669	0.0394	0.2783	-0.6318	0.1209	-0.7506	0.1666	0.1457	0.0020	0.1158	0.1141
VEN_026_set32__68	0.2414	-0.5467	-0.9401	-0.2324	-0.9692	-0.2802	0.3744	-0.2308	0.0735	0.2405
VEN_026_set32__680	-0.3938	-0.1556	-0.2399	-0.2988	-0.0662	-0.2664	-0.4824	-0.1077	-0.4329	-0.4064
VEN_026_set32__686	-0.3400	-0.1589	-0.1521	-0.2249	-0.0522	-0.2451	-0.4079	-0.0793	-0.3988	-0.3073
VEN_026_set32__690	-0.0415	0.3064	-0.6317	0.5734	-0.7311	0.3484	0.1501	0.1892	0.1348	-0.2015
VEN_026_set32__693	-0.3188	-0.3026	0.0318	0.3058	0.0427	-0.2541	-0.4868	-0.0331	-0.4425	-0.4304
VEN_026_set32__782	0.1496	0.1826	-0.5430	0.5375	-0.7087	0.1311	0.1831	-0.0915	0.4036	0.4560
VEN_026_set32__823	-0.1682	-0.1485	-0.6960	0.5609	-0.8457	-0.0800	0.0324	-0.1654	-0.0465	0.0493
VEN_026_set32__881	-0.3252	-0.2240	-0.7274	-0.1514	-0.8358	-0.6162	-0.2533	-0.5639	-0.5476	-0.2083
VEN_026_set32__885	-0.6182	-0.7428	-0.4912	0.0571	-0.8788	-0.4440	-0.2826	-0.4285	-0.5009	-0.5130
VEN_026_set32__918	-0.3836	-0.2548	-0.1686	-0.2984	-0.0061	-0.2647	-0.2761	-0.0893	-0.4070	-0.3690
VEN_026_set32__944	-0.1265	-0.5450	-0.7626	-0.3937	-0.9859	-0.3260	0.0021	-0.3618	-0.0813	0.1585
VEN_026_set32__947	-0.2706	-0.1938	-0.7516	0.0928	-0.9389	-0.0792	-0.1705	-0.3856	-0.1545	-0.2236
VEN_026_set32__991	0.0359	0.3163	-0.5561	0.3853	-0.6420	0.1807	0.1988	-0.0899	0.0696	0.0589
VEN_026_set4__135	0.1310	-0.0901	0.5782	0.0662	0.8214	0.0297	0.0584	0.1933	0.0947	0.1861
VEN_026_set4__244	-0.2310	-0.2310	-0.0441	-0.3059	0.1274	-0.1860	-0.1932	-0.1030	-0.2744	-0.1747
VEN_026_set4__342	-0.0461	-0.1092	-0.0488	-0.2189	0.0539	-0.0348	-0.1970	-0.0193	-0.0884	0.1949
VEN_026_set4__348	-0.0880	-0.2954	0.2030	0.0711	0.1928	0.0038	-0.2068	-0.0405	-0.1521	-0.1156
VEN_026_set4__38	-0.3318	0.2973	-0.7103	-0.0581	-1.0894	-0.0763	-0.2531	-0.1867	-0.1535	-0.3360
VEN_026_set4__393	-0.0364	0.2041	-0.7490	0.9280	-0.7649	-0.0020	0.1518	-0.1602	0.1089	-0.0554
VEN_026_set4__411	-0.4268	-0.2741	0.1316	-0.3567	0.2499	-0.3371	-0.3350	-0.1562	-0.5119	-0.3949
VEN_026_set4__414	-0.3442	-0.3726	-0.7607	-0.0015	-1.0645	-0.2553	-0.4080	-0.4242	-0.4176	-0.4265
VEN_026_set4__420	0.0646	0.0363	-0.4589	-0.3904	-0.8177	-0.0142	0.2364	-0.3272	0.0873	0.1426
VEN_026_set4__450	0.2635	0.4463	-0.4107	0.1521	-0.4994	0.0427	0.0905	-0.0511	0.1564	0.7619
VEN_026_set4__478	-0.2988	0.0179	-0.8943	0.1147	-0.9963	-0.3115	0.1377	-0.5790	-0.2315	-0.1615
VEN_026_set5__109	-0.0506	0.0779	-0.5454	0.3573	-0.8335	0.1116	0.0578	-0.1272	0.0219	-0.1168
VEN_026_set5__113	-0.0595	-0.1862	0.4236	-0.3429	0.7036	-0.1232	-0.0950	-0.1278	-0.1081	-0.0010
VEN_026_set5__160	0.2931	0.5377	-0.3359	0.8599	-0.7382	0.2305	0.4553	0.3861	0.2924	0.1792
VEN_026_set5__185	0.0301	-0.0276	0.4871	-0.2267	0.6836	-0.0463	0.0063	0.1062	-0.0443	-0.0078
VEN_026_set5__196	0.2564	0.0622	0.5269	-0.0645	0.3153	0.1459	0.0526	0.3300	0.1693	0.2795
VEN_026_set5__213	-0.2710	-0.1836	0.2886	-0.5044	0.7113	-0.1815	-0.2044	-0.2506	-0.2965	0.0031
VEN_026_set5__237	-0.2766	-0.1158	-0.7058	0.1113	-1.0029	-0.2012	-0.0135	-0.0515	-0.1634	-0.4337
VEN_026_set5__239	-0.4134	-0.2820	-0.1289	-0.3744	-0.0191	-0.2855	-0.3030	-0.1425	-0.4438	-0.3469
VEN_026_set5__301	-0.0979	-0.1097	0.4669	-0.2770	0.6967	-0.1245	-0.1214	-0.0647	-0.1750	-0.1331
VEN_026_set5__324	-0.4682	-0.2659	-0.8260	0.2003	-1.0240	-0.2421	-0.1550	-0.3676	-0.3416	-0.4516
VEN_026_set5__348	-0.0504	-0.0577	0.5266	-0.2379	0.7806	-0.0961	-0.0691	-0.0465	-0.1499	-0.0904
VEN_026_set5__364	0.0630	-0.0582	0.5654	-0.4074	0.7264	-0.0194	-0.0859	0.0159	-0.0799	-0.0149
VEN_026_set5__490	-0.7320	-0.6025	-0.0205	-0.4740	-0.1192	-0.6270	-0.6015	-0.3070	-0.7249	-0.6199
VEN_026_set5__495	0.1676	0.0205	0.5477	-0.1426	0.6925	0.0701	0.0851	0.1645	0.1030	0.1408
VEN_026_set5__497	0.0732	0.0672	0.5505	-0.2097	0.8752	-0.0201	0.0508	0.2130	-0.0264	0.0057
VEN_026_set5__553	-0.1115	-0.1234	0.3998	-0.3365	0.6337	-0.1355	-0.1072	-0.0261	-0.1848	-0.1027
VEN_026_set5__615	-0.0390	-0.0998	0.2881	-0.3302	0.5858	-0.0959	-0.0808	0.2096	-0.0973	-0.0071
VEN_026_set5__621	-0.1905	-0.1169	0.1898	-0.2722	0.5846	-0.1696	-0.1583	0.1437	-0.2447	-0.2900
VEN_026_set5__713	-0.2915	-0.2180	0.0364	-0.3286	0.4066	-0.2679	-0.3024	-0.1090	-0.3542	-0.2391
VEN_026_set5__761	0.1431	0.1902	0.4758	-0.1062	0.7052	0.0453	0.1143	0.3371	0.0479	0.0943
VEN_026_set5__762	-0.4365	-0.4412	-0.0872	-0.5777	0.4041	-0.4015	-0.3501	-0.1226	-0.4678	-0.2915
VEN_026_set5__777	0.0436	-0.1821	0.2378	0.4092	0.0419	0.0959	0.0113	0.2202	0.0080	0.0875
VEN_026_set5__95	-0.0005	-0.1152	0.5443	-0.2515	0.7257	-0.0323	-0.0372	0.0199	-0.0198	0.0169
VEN_026_set5__96	-0.1082	0.2005	-0.4512	-0.5009	-0.3281	-0.2068	-0.2003	-0.0426	-0.1900	0.3830
VEN_026_set7__150	0.1888	-0.0383	0.6444	-0.2056	0.5373	0.1170	0.1710	0.1751	0.1257	0.3130
VEN_026_set7__213	0.2381	0.1736	-0.3314	0.4889	-0.5413	0.2136	0.3809	0.1890	0.2873	0.1871
VEN_026_set7__368	0.1222	0.0675	0.4554	-0.1241	0.6063	0.0770	-0.0239	0.1998	0.0697	0.1659
VEN_026_set7__489	0.2573	0.0817	0.7279	-0.1181	0.7760	0.1614	0.1996	0.2882	0.1755	0.2967
VEN_026_set7__545	-0.1122	-0.0085	0.4006	-0.3048	0.2331	-0.2956	-0.1421	0.2806	-0.1341	-0.1243
VEN_026_set7__554	0.2121	0.0235	0.7165	-0.2813	0.7484	0.0865	0.0637	0.1290	0.0794	0.1738
VEN_026_set7__566	-0.2189	-0.2002	0.2857	-0.3467	0.5102	-0.2424	-0.2123	-0.0490	-0.2822	-0.1898
VEN_026_set7__645	-0.0342	-0.0474	0.4640	-0.2650	0.7348	-0.1032	-0.0270	0.1300	-0.1334	-0.0514
VEN_026_set7__666	0.0753	0.0132	0.5886	-0.2307	0.7875	0.0239	0.0551	0.0771	0.0136	0.0554
VEN_026_set7__672	-0.0809	0.0246	-0.8274	0.2270	-1.0454	0.3329	-0.1199	0.0662	0.1731	0.2067
VEN_026_set7__700	0.1073	-0.0614	0.4161	-0.1728	0.4112	0.0088	0.0372	0.1934	0.0603	0.1002
VEN_026_set7__717	-0.2223	-0.3726	-0.9576	-0.4044	-0.9750	-0.4823	-0.2476	-0.7435	-0.1982	-0.0527
VEN_026_set7__748	0.3687	0.1072	0.7176	-0.0066	0.5701	0.2025	0.1693	0.3853	0.2718	0.2752
VEN_026_set7__820	-0.0360	-0.1251	0.5769	-0.2784	0.9446	-0.0989	-0.0650	-0.0121	-0.0902	-0.0339
VEN_026_set7__873	-0.2317	-0.5257	0.3300	-0.5011	0.2535	-0.2753	-0.1733	-0.0753	-0.3049	-0.1811
VEN_026_set7__910	-0.0675	-0.2385	0.3673	-0.5349	0.2668	-0.1248	-0.1563	-0.0195	-0.2404	-0.0609
VEN_026_set8__171	0.1085	0.1196	0.4994	-0.1963	0.7892	-0.0044	0.0646	0.2483	0.0152	0.0526
VEN_026_set8__202	-0.0960	-0.1596	0.4472	-0.3413	0.7351	-0.1278	-0.0857	-0.0568	-0.1571	-0.0689
VEN_026_set8__264	-0.1365	-0.1707	0.3744	-0.3763	0.5680	-0.1334	-0.1321	-0.0513	-0.1638	-0.0734
VEN_026_set8__297	0.3879	0.5638	-0.3507	0.5010	-0.6450	0.3758	0.4005	0.2867	0.4831	0.3947
VEN_026_set8__353	-0.1439	-0.1077	0.2838	-0.2449	0.5417	-0.1299	-0.1611	0.0007	-0.2103	-0.1479
VEN_026_set8__384	-0.0274	0.0008	0.4837	-0.2917	0.7429	-0.0914	-0.0521	0.0363	-0.1187	-0.0508
VEN_026_set8__525	-0.1301	-0.2625	0.4225	-0.3359	0.7064	-0.2394	-0.0623	-0.2143	-0.2423	-0.2249
VEN_026_set8__634	0.0108	-0.1149	0.5766	-0.2647	0.7206	-0.0178	-0.0625	-0.0476	-0.0153	0.0588
VEN_026_set8__760	0.2344	0.0619	0.5623	-0.0415	0.6882	0.1822	0.1102	0.1357	0.1940	0.3510
VEN_026_set8__835	-0.2325	-0.3239	0.3184	-0.3203	0.5464	-0.2446	-0.2018	-0.0974	-0.3287	-0.2432
VEN_026_set8__865	-0.0944	-0.0808	-0.6874	-0.7539	-0.9102	-0.0651	0.2794	-0.2413	-0.0833	-0.1377
VEN_026_set8__869	0.0250	-0.6346	-1.0050	-0.3172	-1.1162	-0.2192	-0.0920	-0.0165	-0.0508	-0.1292
VEN_026_set9__125	0.1528	-0.0137	0.7091	-0.1028	0.7490	0.1012	0.0734	0.0399	0.1284	0.1735
VEN_026_set9__189	0.2658	0.2830	0.2034	-0.1349	0.0669	0.2990	0.3752	0.2624	0.2111	0.2986
VEN_026_set9__310	0.0512	-0.0741	0.7765	-0.2748	1.0347	-0.0279	0.0093	0.0193	-0.0284	0.0120
VEN_026_set9__519	0.0745	0.2418	-0.3000	0.3543	-0.7945	0.1655	0.2558	0.0116	0.0999	-0.1076
VEN_026_set9__530	-0.0965	-0.1576	0.6844	-0.2903	0.9749	-0.1209	-0.0853	-0.1153	-0.1710	-0.1294
VEN_026_set9__536	-0.1069	-0.2261	0.7266	-0.2300	0.9705	-0.1181	-0.0725	-0.0512	-0.1590	-0.1977
VEN_026_set9__555	-0.1154	-0.1136	-0.7600	0.4634	-0.9195	-0.0669	0.0433	-0.1254	-0.0804	-0.1532
VEN_026_set9__722	-0.2775	-0.1083	-0.8177	0.2237	-0.9419	-0.1438	-0.1899	-0.2265	-0.1643	-0.4737
VEN_026_set9__772	-0.0239	-0.0346	0.6155	-0.2894	0.8924	-0.0815	-0.0220	0.0577	-0.1048	-0.0703
VEN_026_set9__84	0.0592	-0.2199	0.3697	-0.2153	0.3274	0.0485	0.0607	0.0400	-0.1069	-0.0832
VEN_027_set10__190	-0.0097	-0.0085	-0.5032	0.3916	-0.6235	0.0981	-0.3043	-0.3426	0.0573	-0.0850
VEN_027_set10__255	-0.0268	-0.0769	0.3823	-0.2165	0.6603	-0.0766	-0.0534	0.0245	-0.0610	0.0015
VEN_027_set10__267	-0.2539	-0.2480	0.1390	-0.2411	0.3079	-0.2526	-0.1770	-0.1176	-0.3578	-0.2880
VEN_027_set10__337	-0.1861	-0.2628	0.3437	0.1177	0.3489	-0.2986	-0.2525	-0.0445	-0.3063	-0.3732
VEN_027_set10__374	-0.3152	-0.1999	-0.7054	-0.1368	-0.8610	-0.2935	-0.0361	-0.6292	-0.3129	-0.3035
VEN_027_set10__468	-0.0691	-0.0011	-0.6683	0.1044	-0.8385	0.0580	-0.0562	-0.1416	0.0003	-0.0693
VEN_027_set10__508	0.1383	-0.0012	0.7711	-0.2122	0.8984	0.0613	0.0538	0.1238	0.0732	0.0784
VEN_027_set10__556	0.1726	0.0852	-0.4356	-0.7061	-0.6971	0.3108	0.3113	-0.1313	0.1684	0.3142
VEN_027_set10__620	0.5312	0.5999	-0.4058	0.6752	-0.8037	0.4684	0.5564	0.3507	0.6406	0.4607
VEN_027_set10__672	-0.0554	0.1907	-0.7301	0.2452	-1.0447	-0.1190	-0.0157	-0.7089	-0.0078	0.0236
VEN_027_set10__706	0.0733	0.0181	0.7724	-0.1501	0.9592	0.0334	0.0710	0.1547	0.0107	0.0016
VEN_027_set10__788	0.3441	0.1232	0.4820	-0.1367	0.2990	0.1684	0.1857	0.5419	0.2381	0.3442
VEN_027_set10__95	0.0211	-0.0796	0.6853	-0.2579	0.9227	-0.0549	-0.0763	0.1129	-0.0123	0.1476
VEN_027_set18__156	-0.1560	-0.1170	0.3710	-0.3565	0.6820	-0.1317	-0.1612	-0.0214	-0.2398	-0.1784
VEN_027_set18__159	-0.2488	0.1039	-0.8299	0.3391	-1.0323	-0.0133	-0.1308	0.0583	0.0114	-0.1661
VEN_027_set18__211	0.3844	0.4546	-0.4832	0.4911	-0.6705	0.4742	0.4939	0.2893	0.6471	0.5194
VEN_027_set18__234	-0.0571	-0.1581	0.3684	-0.2135	0.6860	-0.1263	-0.0667	0.0298	-0.1418	-0.1049
VEN_027_set18__302	0.1215	0.1666	-0.5646	0.5100	-0.9229	0.1958	0.0698	0.0638	0.1916	-0.0291
VEN_027_set18__317	-0.2965	-0.3701	0.1389	-0.2273	0.5096	-0.2979	-0.2964	-0.1644	-0.3878	-0.2987
VEN_027_set18__77	-0.0462	-0.1095	0.4744	-0.2166	0.8414	-0.1126	-0.0561	-0.0423	-0.1493	-0.0849
VEN_027_set18__84	-0.0620	-0.4108	-0.7846	0.3083	-0.9349	-0.1812	0.0846	-0.1666	0.0060	-0.0366
VEN_027_set18__99	-0.2785	-0.3679	0.1893	-0.3585	0.2930	-0.2507	-0.3306	-0.2630	-0.3975	-0.2970
VEN_027_set1__114	0.2887	0.5946	-0.5192	0.7507	-0.6892	0.3385	0.2328	0.2630	0.3843	0.2398
VEN_027_set1__161	-0.0626	-0.2251	-0.3621	0.6744	-0.7177	-0.0032	-0.1281	-0.1303	0.0694	-0.0519
VEN_027_set1__94	0.2922	0.2369	-0.2633	0.3314	-0.3512	0.2367	0.4667	-0.2180	0.3691	0.4747
VEN_027_set20__129	-0.0143	0.1271	0.2858	-0.1838	0.5241	-0.0408	-0.0823	0.2552	-0.0928	-0.0524
VEN_027_set20__201	-0.2361	-0.0407	0.1529	-0.2818	0.4014	-0.1540	-0.0792	-0.0277	-0.2893	-0.2467
VEN_027_set20__214	0.0126	-0.0861	0.5422	-0.1819	0.8275	-0.0459	-0.0787	-0.0423	-0.1079	-0.0774
VEN_027_set20__240	0.0606	0.0878	0.5577	-0.1472	0.8023	-0.0034	-0.0084	0.1657	-0.0286	0.0037
VEN_027_set20__244	0.4205	0.7288	-0.6319	0.1065	-0.8914	0.3645	0.3463	0.2994	0.5348	0.6306
VEN_027_set20__259	-0.0456	-0.0405	0.4414	-0.1810	0.6183	-0.1040	-0.1006	0.0854	-0.1474	-0.1139
VEN_027_set20__324	-0.2555	-0.3727	0.4291	-0.3474	0.7757	-0.3156	-0.2636	-0.3259	-0.3301	-0.2441
VEN_027_set20__335	0.2779	0.5037	-0.6547	-0.0152	-0.9067	0.2364	0.2155	0.0823	0.3835	0.3154
VEN_027_set20__439	-0.0262	0.0818	0.3475	-0.1847	0.4320	0.0085	-0.1800	0.1238	-0.1319	-0.0846
VEN_027_set20__46	-0.1537	-0.1528	0.2511	-0.3042	0.4971	-0.1182	-0.1784	-0.1063	-0.2120	-0.1282
VEN_027_set20__549	-0.3152	-0.2062	0.1201	-0.6135	0.3112	-0.3462	-0.1843	-0.2596	-0.3540	-0.2877
VEN_027_set20__559	-0.4054	-0.3554	0.4026	-0.4850	0.8213	-0.3100	-0.4025	-0.3587	-0.4598	-0.3801
VEN_027_set20__586	0.0131	-0.0552	0.5852	-0.0615	0.8742	-0.0391	-0.1517	0.0111	-0.1336	-0.0163
VEN_027_set20__592	-0.6903	-0.6442	0.3295	-0.4965	0.8232	-0.5400	-0.3430	-0.4049	-0.6988	-0.8154
