	CHD	CardiovascularDisease	PCGC_DeNovoVariants
VEN_193_set32__138	-0.1536	-0.6690	-0.2027
VEN_193_set32__90	0.0363	-0.5848	0.0263
VEN_193_set4__253	0.0921	0.6197	0.0030
VEN_193_set4__370	0.2158	0.4905	0.0704
VEN_193_set4__386	-0.4094	-0.2705	-0.1768
VEN_193_set4__421	0.2291	-0.3163	0.2873
VEN_193_set4__438	-0.0128	0.6647	-0.0801
VEN_193_set4__473	-0.2233	0.5254	-0.2679
VEN_193_set4__494	-0.1343	0.5296	-0.1107
VEN_193_set4__538	0.1807	-0.5576	0.1089
VEN_193_set4__576	0.0897	0.7218	0.0141
VEN_193_set4__633	0.3627	-0.1910	0.5268
VEN_193_set4__689	-0.1598	-0.7353	-0.1390
VEN_193_set4__705	-0.0587	0.5488	-0.0375
VEN_193_set4__757	-0.0392	0.5425	-0.0599
VEN_193_set4__816	-0.1072	0.3776	-0.0809
VEN_193_set4__836	0.0431	-0.4728	0.0586
VEN_193_set4__907	0.5534	-0.5302	0.3181
VEN_193_set5__224	-0.1150	0.5790	-0.0704
VEN_193_set5__254	-0.1636	0.4502	-0.1827
VEN_193_set5__288	0.0116	-0.5171	0.0936
VEN_193_set5__308	0.1029	0.5609	0.0570
VEN_193_set5__373	0.0162	-0.3669	-0.0895
VEN_193_set5__407	0.4017	-0.2956	0.4539
VEN_193_set5__437	0.0581	0.0769	0.0121
VEN_193_set5__443	-0.1017	0.5631	-0.0547
VEN_193_set5__519	-0.1329	-0.7315	0.0137
VEN_193_set5__527	0.3165	-0.7505	0.1546
VEN_193_set5__579	-0.1012	0.3574	-0.1553
VEN_193_set5__587	-0.1563	0.0351	-0.0830
VEN_193_set5__599	-0.5020	-0.9072	-0.2791
VEN_193_set5__606	-0.1184	-0.7665	0.0040
VEN_193_set5__615	-0.1604	0.3381	-0.1815
VEN_193_set5__696	-0.0484	-0.4940	-0.0418
VEN_193_set5__95	-0.1106	0.3065	-0.1077
VEN_193_set6__116	0.0719	0.3514	-0.0648
VEN_193_set6__131	-0.2856	-0.7983	-0.3289
VEN_193_set6__331	0.0289	0.4536	0.0082
VEN_193_set6__338	-0.4179	-0.4666	-0.3510
VEN_193_set6__350	-0.0813	-0.7098	-0.1348
VEN_193_set6__354	-0.1723	-0.5942	-0.0293
VEN_193_set6__369	0.2823	0.4272	0.1977
VEN_193_set6__375	-0.4741	0.2586	-0.3655
VEN_193_set6__379	-0.1012	0.1463	-0.1377
VEN_193_set6__4	-0.0849	0.2823	-0.0771
VEN_193_set6__41	-0.0621	-0.5004	-0.0975
VEN_193_set6__532	-0.0837	-0.0509	-0.1555
VEN_193_set6__57	-0.0429	0.2277	-0.0454
VEN_193_set6__58	0.0696	-0.3746	0.3839
VEN_193_set7__107	-0.0429	0.3974	-0.0026
VEN_193_set7__322	-0.1222	0.1336	-0.1536
VEN_193_set7__548	-0.0672	0.5293	-0.0668
VEN_193_set7__549	0.1369	0.4460	0.0710
VEN_193_set7__584	0.1064	0.3970	0.0729
VEN_193_set7__617	0.1501	0.4706	0.1121
VEN_193_set7__641	0.0842	-0.4640	0.1474
VEN_193_set7__645	-0.0637	0.2323	-0.1269
VEN_193_set7__652	-0.0388	0.5441	0.0435
VEN_193_set7__67	-0.0881	0.4759	-0.0643
VEN_193_set7__678	0.2290	-0.6258	0.4180
VEN_193_set7__758	-0.1139	-0.8315	-0.0403
VEN_193_set7__855	-0.0685	0.3732	-0.0716
VEN_193_set7__878	-0.0499	-0.5949	-0.0978
VEN_193_set8__10	-0.0733	0.6580	-0.0082
VEN_193_set8__144	0.3308	-0.5364	0.2830
VEN_193_set8__15	-0.0431	-0.7011	0.0294
VEN_193_set8__195	0.1643	0.5001	0.1547
VEN_193_set8__224	-0.1724	0.1968	-0.2516
VEN_193_set8__269	0.0592	-0.6346	-0.1238
VEN_193_set8__27	0.4757	-0.5366	0.3527
VEN_193_set8__317	0.0115	0.3207	0.0741
VEN_193_set8__379	-0.0395	0.5262	-0.0100
VEN_193_set8__393	0.2254	-0.6020	0.1311
VEN_193_set8__419	0.1031	-0.5267	0.1127
VEN_193_set8__497	0.0200	0.7452	0.0722
VEN_193_set8__617	0.0769	0.7095	0.0493
VEN_193_set8__62	-0.3128	-0.9046	-0.2854
VEN_193_set8__629	-0.0108	0.3907	0.0602
VEN_193_set8__688	-0.1474	0.5321	-0.0672
VEN_193_set8__73	0.6327	-0.2717	0.4913
VEN_193_set8__754	-0.1643	0.3080	-0.1096
VEN_194_set1__115	0.0348	0.1107	-0.1717
VEN_194_set1__144	-0.0024	0.6464	-0.0717
VEN_194_set1__366	-0.0956	2.5358	-0.2393
VEN_194_set1__382	0.3164	-0.4947	0.1991
VEN_194_set1__398	-0.1579	-0.6388	-0.3354
VEN_194_set1__401	-0.0753	-0.6395	-0.0555
VEN_194_set1__461	0.2819	-0.3750	0.2296
VEN_194_set1__464	-0.0538	0.4735	-0.1553
VEN_194_set1__510	0.0284	-0.4147	0.1095
VEN_194_set1__584	-0.4079	-0.2541	-0.4845
VEN_194_set1__606	0.0543	-0.3929	0.0741
VEN_194_set1__611	0.0356	0.2496	-0.0711
VEN_194_set1__649	0.2141	-0.5615	0.0567
VEN_194_set1__671	0.1986	0.6422	0.0347
VEN_194_set1__782	0.0943	0.6103	0.0439
VEN_194_set1__822	0.0873	0.3420	-0.0572
VEN_194_set1__824	-0.1774	-0.7323	-0.1217
VEN_194_set1__86	0.0958	0.2297	-0.0109
VEN_194_set1__918	0.1606	0.7016	0.0462
VEN_194_set1__982	0.2120	0.3321	-0.0057
VEN_194_set29__222	-0.3306	0.3211	-0.3030
VEN_194_set29__26	0.3016	0.3417	0.3580
VEN_194_set29__267	0.3155	0.6311	0.2116
VEN_194_set29__327	-0.1467	-0.0613	-0.1783
VEN_194_set29__483	0.0431	-0.5439	0.2106
VEN_194_set29__501	0.1923	0.6582	0.2290
VEN_194_set29__505	-0.1621	-0.4878	-0.2396
VEN_194_set29__512	0.0889	0.5485	0.0672
VEN_194_set29__617	0.3806	-0.7282	0.5294
VEN_194_set29__631	-0.1231	-0.5807	-0.1771
VEN_194_set29__648	0.0768	0.4943	0.0892
VEN_194_set29__65	-0.1382	0.3024	-0.1468
VEN_194_set29__716	-0.0168	0.6337	0.0217
VEN_194_set29__780	-0.1078	-0.1229	-0.5187
VEN_194_set29__79	-0.0492	0.3529	-0.0008
VEN_194_set29__806	-0.3154	0.3631	-0.1443
VEN_194_set29__819	-0.0935	0.2978	-0.0820
VEN_194_set2__10	0.2188	-0.5618	0.2784
VEN_194_set2__118	-0.0920	0.4816	-0.0816
VEN_194_set2__124	-0.1021	0.4928	-0.1164
VEN_194_set2__149	-0.0688	0.4578	-0.0978
VEN_194_set2__198	0.1064	0.2540	0.1348
VEN_194_set2__207	0.0414	0.6843	0.0855
VEN_194_set2__233	-0.0903	0.3766	-0.0497
VEN_194_set2__289	-0.1051	-0.4980	0.0156
VEN_194_set2__430	0.0113	0.5835	-0.0713
VEN_194_set2__504	-0.0842	0.5192	-0.0297
VEN_194_set2__514	-0.0501	0.4441	-0.0861
VEN_194_set2__531	-0.0595	0.5221	-0.0350
VEN_194_set2__555	-0.7432	0.1610	-0.7704
VEN_194_set2__565	0.0967	0.5260	0.0319
VEN_194_set2__578	-0.1014	0.5094	-0.0785
VEN_194_set2__640	-0.4030	-0.2519	-0.3590
VEN_194_set2__651	-0.1576	0.5588	-0.1083
VEN_194_set2__703	-0.1283	0.4505	-0.1167
VEN_194_set2__785	-0.0947	-0.7679	-0.0903
VEN_194_set30__194	-0.1589	-0.5311	0.1063
VEN_194_set30__263	-0.2950	-0.0635	-0.2765
VEN_194_set30__294	-0.1040	0.5165	-0.0781
VEN_194_set30__301	-0.0737	0.4340	-0.0291
VEN_194_set30__40	-0.0696	0.5068	-0.0317
VEN_194_set30__638	0.1600	0.6787	0.0878
VEN_194_set30__68	0.1506	0.5922	0.0891
VEN_194_set30__694	-0.0162	0.5330	0.0055
VEN_194_set30__78	0.2759	-0.3778	0.4033
VEN_194_set30__788	0.2380	0.5718	0.2028
VEN_194_set30__851	0.3405	-0.4247	0.4526
VEN_194_set31__284	-0.0787	0.3270	-0.1498
VEN_194_set31__292	-0.0335	0.5297	-0.0239
VEN_194_set31__302	0.0301	0.3982	0.0191
VEN_194_set31__357	-0.0359	0.3936	-0.1447
VEN_194_set31__469	0.0342	0.5714	0.0494
VEN_194_set31__505	0.1857	0.5429	0.1593
VEN_194_set31__519	-0.2780	0.1804	-0.1429
VEN_194_set31__589	0.2630	-0.3913	0.2643
VEN_194_set31__613	0.0732	0.2138	0.1417
VEN_194_set31__665	-0.0548	0.0076	-0.0875
VEN_194_set31__684	0.0899	0.5603	0.1551
VEN_194_set31__768	-0.2110	0.1850	-0.1504
VEN_194_set31__849	-0.1890	0.0746	-0.1521
VEN_194_set4__287	-0.3226	-0.0770	-0.2710
VEN_194_set4__436	0.4418	-0.1038	0.4412
VEN_194_set4__489	-0.0615	0.5368	-0.1212
VEN_194_set4__505	0.0629	0.2712	-0.0601
VEN_194_set4__53	0.0306	0.5767	-0.0207
VEN_194_set4__549	0.0023	0.3414	-0.1039
VEN_194_set4__596	0.0081	0.6669	-0.0154
VEN_194_set4__642	-0.1210	0.5936	-0.0981
VEN_194_set4__723	0.1078	0.5749	0.0539
VEN_194_set4__826	-0.1057	0.4913	-0.0380
VEN_194_set4__862	-0.0323	0.5307	-0.1234
VEN_194_set5__182	0.0224	0.5127	0.0257
VEN_194_set5__251	-0.0788	0.6480	-0.0303
VEN_194_set5__343	0.0392	0.5199	0.0455
VEN_194_set5__421	-0.0300	0.6590	0.0179
VEN_194_set5__509	0.1662	0.4606	0.2688
VEN_194_set5__596	-0.1983	0.3415	-0.1677
VEN_194_set5__610	0.1872	-0.4289	0.5449
VEN_194_set5__665	-0.1721	0.4908	-0.2096
VEN_194_set5__681	-0.0072	0.6265	0.0510
VEN_194_set5__718	-0.2010	0.4256	-0.1336
VEN_194_set5__764	0.4955	-0.5177	0.4526
VEN_194_set5__824	-0.2592	0.4346	-0.2195
VEN_194_set5__844	-0.0429	0.6555	0.0028
VEN_194_set5__847	-0.0872	0.5774	-0.0477
VEN_194_set5__856	0.2367	-0.4349	0.3135
VEN_194_set5__892	-0.1001	0.6100	-0.0714
VEN_194_set5__934	-0.2894	0.0982	-0.2530
VEN_194_set5__941	-0.5964	0.2719	-0.6879
VEN_194_set5__967	-0.1756	0.2309	-0.2243
VEN_194_set6__112	0.3173	-0.2969	0.4012
VEN_194_set6__405	-0.1410	-0.2097	-0.0974
VEN_194_set6__416	0.0610	0.3773	0.0775
VEN_194_set6__42	-0.2129	-0.6313	-0.0543
VEN_194_set6__450	0.1566	-0.5687	0.2023
VEN_194_set6__456	0.0528	0.3537	-0.0209
VEN_194_set6__497	-0.0222	0.4430	0.0252
VEN_194_set6__499	-0.1577	-0.6336	0.0659
VEN_194_set6__626	-0.1063	0.3295	-0.0862
VEN_194_set6__637	0.0902	-0.6722	0.1103
VEN_194_set6__696	-0.3547	0.0817	-0.4020
VEN_194_set6__724	-0.2461	-0.0314	-0.5182
VEN_194_set6__78	0.1566	0.4948	0.1838
VEN_194_set6__803	-0.2840	-0.1556	-0.4711
VEN_194_set6__814	-0.0378	0.4926	-0.0168
VEN_194_set6__824	-0.3332	0.2270	-0.2947
VEN_194_set6__828	-0.1993	-0.7260	-0.0811
VEN_194_set6__837	-0.1998	-0.5983	-0.0545
VEN_194_set6__871	0.0267	0.2592	-0.0114
VEN_194_set6__878	0.0065	-0.6611	0.0660
VEN_194_set6__906	-0.4450	0.1767	-0.2623
VEN_194_set7__188	0.0983	0.4372	-0.0160
VEN_194_set7__193	0.1962	0.3300	0.1430
VEN_194_set7__381	0.3637	-0.5015	0.1198
VEN_194_set7__407	0.5264	0.4351	0.1208
VEN_194_set7__515	0.1651	-0.5078	0.2089
VEN_194_set8__121	0.2495	-0.2600	0.2100
VEN_194_set8__132	-0.1801	-0.6010	0.0019
VEN_194_set8__136	0.0607	0.3206	-0.0404
VEN_194_set8__172	-0.1305	0.4745	-0.1078
VEN_194_set8__194	0.2990	-0.5479	0.3013
VEN_194_set8__220	-0.2609	0.2469	-0.2653
VEN_194_set8__221	0.3285	-0.5098	0.2585
VEN_194_set8__292	0.1043	0.7180	0.1503
VEN_194_set8__327	0.0095	0.7342	-0.0302
VEN_194_set8__367	-0.0328	-0.5993	-0.0089
VEN_194_set8__385	0.4361	-0.3676	0.4364
VEN_194_set8__393	0.0115	0.6444	0.0632
VEN_194_set8__400	0.0351	0.6301	0.0671
VEN_194_set8__415	0.1709	0.5692	0.1443
VEN_194_set8__449	-0.0547	0.5215	-0.0407
VEN_194_set8__505	-0.2632	-0.6804	-0.3571
VEN_194_set8__550	-0.1675	-0.6834	-0.2074
VEN_194_set8__551	-0.5093	0.2406	-0.7082
VEN_194_set8__577	-0.0740	0.3926	-0.0288
VEN_194_set8__619	-0.3081	0.4831	-0.3133
VEN_194_set8__627	-0.2155	0.2776	-0.1471
VEN_194_set8__646	-0.0656	0.5591	-0.0215
VEN_194_set8__76	-0.0497	0.6355	0.0068
VEN_195_set1__1014	-0.1548	-0.3797	-0.1918
VEN_195_set1__196	0.4402	-0.3924	0.3998
VEN_195_set1__250	-0.0648	0.3180	-0.0503
VEN_195_set1__305	0.2012	0.5918	-0.0226
VEN_195_set1__308	0.1529	0.6441	0.0392
VEN_195_set1__316	0.0044	0.2886	-0.1139
VEN_195_set1__418	0.1299	0.6049	0.0874
VEN_195_set1__420	0.1448	0.5214	0.0144
VEN_195_set1__423	-0.0399	0.4445	-0.0772
VEN_195_set1__44	0.0934	0.5572	0.0424
VEN_195_set1__460	-0.1771	0.2860	-0.1222
VEN_195_set1__503	0.0035	0.3989	-0.1070
VEN_195_set1__659	-0.2066	0.3417	-0.1539
VEN_195_set1__765	0.0725	-0.5780	0.1320
VEN_195_set1__777	0.3815	-0.3073	0.2698
VEN_195_set1__795	-0.2365	0.1841	-0.2483
VEN_195_set1__804	0.0461	0.6287	0.0176
VEN_195_set1__820	0.2675	0.6835	0.1310
VEN_195_set1__879	0.1736	0.6872	-0.0388
VEN_195_set1__887	0.0217	0.5513	-0.0323
VEN_195_set1__895	0.2017	-0.2843	0.3589
VEN_195_set1__907	0.0732	0.4860	-0.0522
VEN_195_set1__912	0.1854	0.5566	0.0547
VEN_195_set1__914	-0.1556	0.3967	-0.1299
VEN_195_set1__972	-0.0725	0.0362	-0.0834
VEN_195_set1__982	0.0681	0.4988	0.0422
VEN_195_set29__398	-0.1083	0.2555	-0.0379
VEN_195_set29__421	-0.1137	0.4212	-0.2400
VEN_195_set29__485	-0.1007	0.4344	-0.1021
VEN_195_set29__499	0.0867	-0.4067	0.1442
VEN_195_set29__514	0.4938	-0.2022	0.4444
VEN_195_set29__619	-0.1096	0.4463	-0.1142
VEN_195_set29__696	-0.0684	0.1572	-0.3266
VEN_195_set2__177	0.0184	0.5161	0.0644
VEN_195_set2__343	-0.0523	0.5218	-0.0289
VEN_195_set2__348	0.1378	-0.6845	-0.0006
VEN_195_set2__492	0.3310	0.0322	0.4509
VEN_195_set2__564	-0.1053	0.5290	-0.2794
VEN_195_set2__568	-0.0616	0.5235	-0.0365
VEN_195_set2__570	0.1431	-0.5231	0.3074
VEN_195_set2__649	-0.0579	0.3900	-0.0562
VEN_195_set2__662	0.1570	0.6798	0.1153
VEN_195_set2__679	-0.2162	0.4924	-0.2339
VEN_195_set2__698	-0.1397	0.6065	-0.1140
VEN_195_set2__723	0.0034	0.5746	-0.0425
VEN_195_set2__832	-0.1438	0.3902	-0.2661
VEN_195_set2__919	0.0386	0.5393	-0.0110
VEN_195_set2__965	-0.0718	0.3958	-0.1362
VEN_195_set30__225	0.3287	-0.5211	0.2487
VEN_195_set30__249	0.0338	0.2813	0.0444
VEN_195_set30__366	-0.0636	-0.5021	-0.0700
VEN_195_set30__375	0.5286	-0.1092	0.4919
VEN_195_set30__381	-0.0558	0.4998	-0.1042
VEN_195_set30__398	0.1381	0.5838	0.1847
VEN_195_set30__426	-0.1536	-0.7703	0.0679
VEN_195_set30__434	-0.2032	0.4057	-0.1430
VEN_195_set30__496	-0.1009	0.6064	-0.0726
VEN_195_set30__548	0.4786	-0.4752	0.4532
VEN_195_set30__563	-0.0582	0.5960	-0.0340
VEN_195_set30__568	0.0506	0.6896	0.0779
VEN_195_set30__639	-0.0291	0.5314	-0.0762
VEN_195_set30__725	-0.2186	0.4105	-0.1929
VEN_195_set30__748	0.0962	0.6717	0.1095
VEN_195_set30__751	-0.0884	0.5832	-0.0996
VEN_195_set30__784	0.3893	-0.0793	0.4525
VEN_195_set30__835	0.0931	0.1343	0.4050
VEN_195_set30__873	-0.0857	0.4601	-0.1102
VEN_195_set30__944	-0.1497	-0.0602	-0.1442
VEN_195_set31__134	-0.2368	0.4420	-0.1390
VEN_195_set31__199	-0.0472	0.4148	-0.0247
VEN_195_set31__217	-0.2043	0.2685	-0.0853
VEN_195_set31__226	0.2231	0.4045	0.1503
VEN_195_set31__324	0.3693	-0.5070	0.4199
VEN_195_set31__373	-0.0120	0.5490	-0.0284
VEN_195_set31__449	0.2101	-0.3272	0.2095
VEN_195_set31__463	0.0371	0.5224	0.0853
VEN_195_set31__466	-0.0754	0.4084	-0.0635
VEN_195_set31__512	0.2831	-0.4422	0.3126
VEN_195_set31__579	0.0329	0.3331	0.0790
VEN_195_set31__594	-0.0382	0.4996	-0.0117
VEN_195_set31__60	0.0893	0.6485	0.0855
VEN_195_set31__654	-0.0638	0.5021	-0.0133
VEN_195_set31__703	0.0202	0.6017	-0.0051
VEN_195_set31__708	0.3740	-0.3515	0.5207
VEN_195_set31__773	-0.0339	0.2867	0.0519
VEN_195_set31__850	-0.2343	0.1423	-0.1750
VEN_195_set3__25	-0.0475	-0.5817	-0.0153
VEN_195_set3__51	-0.0945	-0.5756	0.0100
VEN_195_set4__103	0.1176	0.5550	0.0379
VEN_195_set4__158	0.1849	-0.4531	0.0774
VEN_195_set4__16	0.1431	-0.4630	-0.0658
VEN_195_set4__222	0.1661	-0.4654	0.2344
VEN_195_set4__288	0.1125	0.5466	0.0806
VEN_195_set4__299	0.1510	0.6413	0.0853
VEN_195_set4__306	0.4066	0.2134	0.4714
VEN_195_set4__340	0.3935	-0.5259	0.1775
VEN_195_set4__36	0.1114	-0.6152	0.1498
VEN_195_set4__390	0.3435	-0.5312	0.2565
VEN_195_set4__467	-0.1252	0.4990	-0.2429
VEN_195_set4__482	0.2012	-0.1601	0.2519
VEN_195_set4__503	0.1502	0.4180	0.0413
VEN_195_set4__560	0.0378	-0.2595	-0.0255
VEN_195_set4__622	-0.0991	0.6186	-0.0457
VEN_195_set4__730	-0.0799	0.4576	-0.1011
VEN_195_set4__807	-0.2042	0.1173	0.0096
VEN_195_set4__828	-0.2986	-0.7610	0.4234
VEN_195_set5__122	0.4478	-0.5169	0.3594
VEN_195_set5__143	-0.5456	-0.1347	-0.4428
VEN_195_set5__158	-0.0087	0.6080	-0.0829
VEN_195_set5__166	0.1934	-0.4913	0.1925
VEN_195_set5__214	0.0027	-0.4873	0.1844
VEN_195_set5__48	-0.0956	0.2960	-0.2297
VEN_195_set6__160	-0.0527	0.4726	-0.0288
VEN_195_set6__35	-0.0748	-0.6170	-0.1079
VEN_195_set6__377	0.0773	-0.4634	0.0435
VEN_195_set6__388	-0.3445	0.3996	-0.3681
VEN_195_set6__399	-0.2014	-0.6026	-0.0371
VEN_195_set6__496	0.0802	0.6769	0.0892
VEN_195_set6__508	0.1054	0.6253	0.0985
VEN_195_set6__510	0.0482	-0.4751	0.1051
VEN_195_set6__524	0.0941	0.6003	0.0749
VEN_195_set6__620	0.1591	0.3812	0.0953
VEN_195_set6__652	-0.1918	0.4238	-0.1455
VEN_195_set6__762	0.0592	0.5837	-0.0289
VEN_195_set6__766	-0.1346	0.2349	0.0424
VEN_195_set6__885	-0.3605	0.0546	-0.3199
VEN_195_set6__921	0.1265	-0.4385	0.0681
VEN_195_set7__241	-0.1274	0.1416	-0.0677
VEN_195_set7__272	0.1871	0.4577	0.1380
VEN_195_set7__295	0.2394	0.3598	0.0423
VEN_195_set7__319	0.1305	0.6863	0.0914
VEN_195_set7__366	-0.2496	0.0955	-0.2250
VEN_195_set7__370	-0.0270	0.4340	-0.0697
VEN_195_set7__38	0.3671	-0.5859	0.2620
VEN_195_set7__441	-0.0948	0.2621	-0.1255
VEN_195_set7__527	0.1766	0.4829	0.0925
VEN_195_set7__548	0.1223	0.6812	0.1003
VEN_195_set7__589	0.1228	0.4937	0.1317
VEN_195_set7__600	-0.1715	-0.6711	-0.3269
VEN_195_set7__644	-0.2273	-0.6776	0.0007
VEN_195_set8__114	0.0851	-0.5367	0.1341
VEN_195_set8__128	0.0230	0.7204	0.0722
VEN_195_set8__337	0.2451	-0.2640	0.3408
VEN_195_set8__37	0.1161	-0.4784	0.1679
VEN_195_set8__377	-0.0755	0.3055	-0.0409
VEN_195_set8__381	-0.0216	0.5321	-0.0575
VEN_195_set8__416	0.0355	0.5714	0.0311
VEN_195_set8__435	0.1394	0.6953	0.1687
VEN_195_set8__52	0.1476	-0.4493	0.2965
VEN_195_set8__559	0.0075	-0.4725	0.2271
VEN_195_set8__573	0.1596	0.3050	0.1039
VEN_195_set8__592	-0.0389	0.4082	0.0177
VEN_195_set8__612	-0.0582	0.6482	-0.0226
VEN_195_set8__641	0.0943	0.4987	0.0980
VEN_196_set1__239	-0.0168	-0.4710	0.1043
VEN_196_set1__291	-0.2053	0.4730	-0.1501
VEN_196_set1__370	0.1764	0.7129	0.0523
VEN_196_set1__389	0.1431	0.4540	0.0841
VEN_196_set1__401	-0.0762	0.3989	-0.1218
VEN_196_set1__414	-0.1696	0.1365	-0.1998
VEN_196_set1__450	-0.2688	0.1198	-0.5352
VEN_196_set1__483	0.2753	-0.3802	0.2319
VEN_196_set1__548	-0.0552	0.6383	-0.0707
VEN_196_set1__557	-0.1101	-0.6774	-0.1950
VEN_196_set1__578	0.0526	0.2582	0.0856
VEN_196_set1__655	0.1703	-0.1913	0.1525
VEN_196_set1__660	-0.2668	0.3993	-0.2582
VEN_196_set1__701	-0.0114	0.5094	-0.0167
VEN_196_set1__730	0.2373	0.5563	0.1571
VEN_196_set1__758	0.1104	-0.0624	0.0680
VEN_196_set1__822	0.0278	0.5826	0.0205
VEN_196_set1__827	0.3035	-0.5565	0.2690
VEN_196_set1__887	0.0651	-0.7200	-0.0689
VEN_196_set1__922	-0.1270	0.3757	-0.0764
VEN_196_set29__151	0.0903	0.6660	0.0706
VEN_196_set29__158	-0.4321	0.3375	-0.3062
VEN_196_set29__188	0.2154	-0.4667	0.2283
VEN_196_set29__277	-0.0140	0.2477	0.0038
VEN_196_set29__282	0.2020	-0.2683	0.4285
VEN_196_set29__352	-0.1006	0.5811	-0.0472
VEN_196_set29__412	-0.1620	0.1095	-0.1429
VEN_196_set29__43	0.0136	0.6070	0.0215
VEN_196_set29__461	-0.1187	0.0971	-0.1268
VEN_196_set29__464	0.1766	0.0953	0.0202
VEN_196_set29__470	0.1410	0.4378	0.2830
VEN_196_set29__484	0.2218	-0.3655	0.1603
VEN_196_set29__506	0.0619	0.6883	0.0463
VEN_196_set29__626	-0.1086	0.4834	-0.0949
VEN_196_set29__646	-0.0668	-0.1369	-0.0725
VEN_196_set29__674	0.0648	0.6346	0.0726
VEN_196_set29__684	0.0925	0.5775	0.0963
VEN_196_set29__71	0.2193	-0.6091	0.2518
VEN_196_set29__912	-0.0660	0.2520	-0.0708
VEN_196_set2__1041	0.1659	-0.4788	-0.2790
VEN_196_set2__224	0.0625	-0.6703	0.1151
VEN_196_set2__270	0.1492	-0.1386	-0.0367
VEN_196_set2__333	0.0559	-0.4596	0.1236
VEN_196_set2__472	-0.3961	-0.7521	-0.2631
VEN_196_set2__582	0.0684	-0.5069	-0.0545
VEN_196_set2__585	0.1325	0.2546	0.0278
VEN_196_set2__602	-0.1553	0.3148	-0.3491
VEN_196_set2__634	0.2152	-0.3898	0.2639
VEN_196_set2__688	0.0284	-0.6390	0.1006
VEN_196_set2__732	0.2639	-0.3915	0.2067
VEN_196_set2__790	-0.2024	-0.2829	-0.2662
VEN_196_set2__817	0.0928	-0.5403	-0.0114
VEN_196_set2__831	-0.2631	0.7175	-0.0634
VEN_196_set2__871	0.2316	0.8286	0.0819
VEN_196_set2__879	-0.2158	-0.1974	-0.1939
VEN_196_set2__904	-0.2374	0.3739	-0.4468
VEN_196_set2__916	-0.3502	0.0375	-0.3711
VEN_196_set2__917	0.0843	-0.6341	-0.1442
VEN_196_set2__943	-0.3092	-0.2069	-0.4341
VEN_196_set2__975	0.0179	-0.5440	0.0527
VEN_196_set30__135	0.0923	0.5698	-0.0050
VEN_196_set30__152	0.0085	0.5668	0.0221
VEN_196_set30__177	-0.0947	-0.5671	0.0999
VEN_196_set30__194	-0.2193	0.1658	-0.2416
VEN_196_set30__209	0.1421	0.6839	0.1196
VEN_196_set30__286	-0.0509	0.5085	-0.0624
VEN_196_set30__330	0.0681	0.4689	0.0669
VEN_196_set30__389	-0.0546	-0.5766	-0.0519
VEN_196_set30__447	0.0908	0.6737	0.0129
VEN_196_set30__452	0.0156	-0.5277	-0.0688
VEN_196_set30__506	-0.0244	0.1545	-0.2745
VEN_196_set30__525	-0.0254	0.5269	-0.0217
VEN_196_set30__576	-0.0314	-0.4560	0.1026
VEN_196_set30__654	-0.2059	-0.5825	-0.1939
VEN_196_set30__695	0.1372	-0.5170	0.2937
VEN_196_set30__808	-0.0314	0.6449	-0.0236
VEN_196_set30__930	0.1230	0.5345	-0.0003
VEN_196_set30__996	-0.0660	-0.5966	0.1197
VEN_196_set31__19	-0.1658	-0.7158	-0.1136
VEN_196_set31__253	0.3098	-0.5086	0.1566
VEN_196_set31__306	-0.1943	0.1370	-0.2140
VEN_196_set31__331	0.2020	0.5250	0.1476
VEN_196_set31__350	0.2115	0.5159	0.1729
VEN_196_set31__358	0.2261	0.6968	0.1908
VEN_196_set31__359	0.3642	-0.3772	0.2814
VEN_196_set31__360	0.0457	-0.4859	0.1750
VEN_196_set31__376	0.1360	0.1174	0.0483
VEN_196_set31__427	0.3619	-0.5899	0.2758
VEN_196_set31__452	-0.1145	-0.6561	-0.2221
VEN_196_set31__464	-0.1244	-0.5697	-0.1306
VEN_196_set31__484	0.2921	-0.4897	0.5049
VEN_196_set31__503	0.2452	0.3920	0.1698
VEN_196_set31__518	0.0126	0.5651	0.0507
VEN_196_set31__569	-0.3369	0.1876	-0.2179
VEN_196_set31__747	0.0055	-0.5539	-0.0373
VEN_196_set31__755	-0.3408	0.2373	-0.2472
VEN_196_set31__777	-0.2929	0.2072	-0.2647
VEN_196_set32__169	0.0014	0.5204	0.0679
VEN_196_set32__244	-0.0626	0.4718	-0.0297
VEN_196_set32__276	0.0491	-0.6759	0.0637
VEN_196_set32__327	0.0143	0.1697	-0.0131
VEN_196_set32__345	-0.1896	0.1028	-0.2695
VEN_196_set32__384	-0.4299	-0.8465	-0.2058
VEN_196_set32__402	0.1912	0.4377	0.0679
VEN_196_set32__496	-0.2844	-0.6735	-0.4462
VEN_196_set32__508	-0.0712	0.4943	-0.0181
VEN_196_set32__513	0.0369	-0.5636	-0.2083
VEN_196_set32__521	0.1259	0.5684	0.1287
VEN_196_set32__602	0.0526	0.5031	-0.0011
VEN_196_set32__620	0.2780	-0.4614	0.3191
VEN_196_set32__647	-0.6935	0.2221	-0.7789
VEN_196_set32__670	-0.3485	0.0134	-0.2341
VEN_196_set32__674	-0.1120	-0.6064	-0.1628
VEN_196_set4__1024	-0.2070	0.0378	-0.1767
VEN_196_set4__227	0.2569	0.8519	0.1916
