,receptor,pathway,tf,tf_PPR,category,subcategory
235,ERBB2_ERBB3,EGFR tyrosine kinase inhibitor resistance,SOS2,0.029580807,Human Diseases,Drug resistance: antineoplastic
236,ERBB2,EGFR tyrosine kinase inhibitor resistance,SOS2,0.029580807,Human Diseases,Drug resistance: antineoplastic
237,ERBB3,EGFR tyrosine kinase inhibitor resistance,SOS2,0.029580807,Human Diseases,Drug resistance: antineoplastic
238,ERBB2_ERBB3,EGFR tyrosine kinase inhibitor resistance,SRC,0.035915503,Human Diseases,Drug resistance: antineoplastic
239,ERBB2,EGFR tyrosine kinase inhibitor resistance,SRC,0.035915503,Human Diseases,Drug resistance: antineoplastic
240,ERBB3,EGFR tyrosine kinase inhibitor resistance,SRC,0.035915503,Human Diseases,Drug resistance: antineoplastic
241,ERBB2_ERBB3,EGFR tyrosine kinase inhibitor resistance,STAT3,0.032491343,Human Diseases,Drug resistance: antineoplastic
242,ERBB2,EGFR tyrosine kinase inhibitor resistance,STAT3,0.032491343,Human Diseases,Drug resistance: antineoplastic
243,ERBB3,EGFR tyrosine kinase inhibitor resistance,STAT3,0.032491343,Human Diseases,Drug resistance: antineoplastic
244,FLT1_KDR,EGFR tyrosine kinase inhibitor resistance,AKT1,0.036126953,Human Diseases,Drug resistance: antineoplastic
245,FLT1,EGFR tyrosine kinase inhibitor resistance,AKT1,0.036126953,Human Diseases,Drug resistance: antineoplastic
246,KDR,EGFR tyrosine kinase inhibitor resistance,AKT1,0.036126953,Human Diseases,Drug resistance: antineoplastic
247,FLT1_KDR,EGFR tyrosine kinase inhibitor resistance,AKT2,0.036126953,Human Diseases,Drug resistance: antineoplastic
248,FLT1,EGFR tyrosine kinase inhibitor resistance,AKT2,0.036126953,Human Diseases,Drug resistance: antineoplastic
249,KDR,EGFR tyrosine kinase inhibitor resistance,AKT2,0.036126953,Human Diseases,Drug resistance: antineoplastic
250,FLT1_KDR,EGFR tyrosine kinase inhibitor resistance,AKT3,0.036126953,Human Diseases,Drug resistance: antineoplastic
251,FLT1,EGFR tyrosine kinase inhibitor resistance,AKT3,0.036126953,Human Diseases,Drug resistance: antineoplastic
252,KDR,EGFR tyrosine kinase inhibitor resistance,AKT3,0.036126953,Human Diseases,Drug resistance: antineoplastic
253,FLT1_KDR,EGFR tyrosine kinase inhibitor resistance,FOXO3,0.012505548,Human Diseases,Drug resistance: antineoplastic
254,FLT1,EGFR tyrosine kinase inhibitor resistance,FOXO3,0.012505548,Human Diseases,Drug resistance: antineoplastic
255,KDR,EGFR tyrosine kinase inhibitor resistance,FOXO3,0.012505548,Human Diseases,Drug resistance: antineoplastic
256,FLT1_KDR,EGFR tyrosine kinase inhibitor resistance,MAPK1,0.049336648,Human Diseases,Drug resistance: antineoplastic
257,FLT1,EGFR tyrosine kinase inhibitor resistance,MAPK1,0.049336648,Human Diseases,Drug resistance: antineoplastic
258,KDR,EGFR tyrosine kinase inhibitor resistance,MAPK1,0.049336648,Human Diseases,Drug resistance: antineoplastic
259,FLT1_KDR,EGFR tyrosine kinase inhibitor resistance,MAPK3,0.049336648,Human Diseases,Drug resistance: antineoplastic
260,FLT1,EGFR tyrosine kinase inhibitor resistance,MAPK3,0.049336648,Human Diseases,Drug resistance: antineoplastic
261,KDR,EGFR tyrosine kinase inhibitor resistance,MAPK3,0.049336648,Human Diseases,Drug resistance: antineoplastic
262,FLT1_KDR,EGFR tyrosine kinase inhibitor resistance,PRKCA,0.037562627,Human Diseases,Drug resistance: antineoplastic
263,FLT1,EGFR tyrosine kinase inhibitor resistance,PRKCA,0.037562627,Human Diseases,Drug resistance: antineoplastic
264,KDR,EGFR tyrosine kinase inhibitor resistance,PRKCA,0.037562627,Human Diseases,Drug resistance: antineoplastic
265,FLT1_KDR,EGFR tyrosine kinase inhibitor resistance,SOS1,0.034197811,Human Diseases,Drug resistance: antineoplastic
266,FLT1,EGFR tyrosine kinase inhibitor resistance,SOS1,0.034197811,Human Diseases,Drug resistance: antineoplastic
267,KDR,EGFR tyrosine kinase inhibitor resistance,SOS1,0.034197811,Human Diseases,Drug resistance: antineoplastic
268,FLT1_KDR,EGFR tyrosine kinase inhibitor resistance,SOS2,0.034197811,Human Diseases,Drug resistance: antineoplastic
269,FLT1,EGFR tyrosine kinase inhibitor resistance,SOS2,0.034197811,Human Diseases,Drug resistance: antineoplastic
270,KDR,EGFR tyrosine kinase inhibitor resistance,SOS2,0.034197811,Human Diseases,Drug resistance: antineoplastic
271,FLT1_KDR,EGFR tyrosine kinase inhibitor resistance,SRC,0.041521233,Human Diseases,Drug resistance: antineoplastic
272,FLT1,EGFR tyrosine kinase inhibitor resistance,SRC,0.041521233,Human Diseases,Drug resistance: antineoplastic
273,KDR,EGFR tyrosine kinase inhibitor resistance,SRC,0.041521233,Human Diseases,Drug resistance: antineoplastic
274,FLT1_KDR,EGFR tyrosine kinase inhibitor resistance,STAT3,0.037562627,Human Diseases,Drug resistance: antineoplastic
275,FLT1,EGFR tyrosine kinase inhibitor resistance,STAT3,0.037562627,Human Diseases,Drug resistance: antineoplastic
276,KDR,EGFR tyrosine kinase inhibitor resistance,STAT3,0.037562627,Human Diseases,Drug resistance: antineoplastic
277,FLT4_KDR,EGFR tyrosine kinase inhibitor resistance,AKT1,0.036126953,Human Diseases,Drug resistance: antineoplastic
278,FLT4,EGFR tyrosine kinase inhibitor resistance,AKT1,0.036126953,Human Diseases,Drug resistance: antineoplastic
279,KDR,EGFR tyrosine kinase inhibitor resistance,AKT1,0.036126953,Human Diseases,Drug resistance: antineoplastic
280,FLT4_KDR,EGFR tyrosine kinase inhibitor resistance,AKT2,0.036126953,Human Diseases,Drug resistance: antineoplastic
281,FLT4,EGFR tyrosine kinase inhibitor resistance,AKT2,0.036126953,Human Diseases,Drug resistance: antineoplastic
282,KDR,EGFR tyrosine kinase inhibitor resistance,AKT2,0.036126953,Human Diseases,Drug resistance: antineoplastic
283,FLT4_KDR,EGFR tyrosine kinase inhibitor resistance,AKT3,0.036126953,Human Diseases,Drug resistance: antineoplastic
284,FLT4,EGFR tyrosine kinase inhibitor resistance,AKT3,0.036126953,Human Diseases,Drug resistance: antineoplastic
285,KDR,EGFR tyrosine kinase inhibitor resistance,AKT3,0.036126953,Human Diseases,Drug resistance: antineoplastic
286,FLT4_KDR,EGFR tyrosine kinase inhibitor resistance,FOXO3,0.012505548,Human Diseases,Drug resistance: antineoplastic
287,FLT4,EGFR tyrosine kinase inhibitor resistance,FOXO3,0.012505548,Human Diseases,Drug resistance: antineoplastic
288,KDR,EGFR tyrosine kinase inhibitor resistance,FOXO3,0.012505548,Human Diseases,Drug resistance: antineoplastic
289,FLT4_KDR,EGFR tyrosine kinase inhibitor resistance,MAPK1,0.049336648,Human Diseases,Drug resistance: antineoplastic
290,FLT4,EGFR tyrosine kinase inhibitor resistance,MAPK1,0.049336648,Human Diseases,Drug resistance: antineoplastic
291,KDR,EGFR tyrosine kinase inhibitor resistance,MAPK1,0.049336648,Human Diseases,Drug resistance: antineoplastic
292,FLT4_KDR,EGFR tyrosine kinase inhibitor resistance,MAPK3,0.049336648,Human Diseases,Drug resistance: antineoplastic
293,FLT4,EGFR tyrosine kinase inhibitor resistance,MAPK3,0.049336648,Human Diseases,Drug resistance: antineoplastic
294,KDR,EGFR tyrosine kinase inhibitor resistance,MAPK3,0.049336648,Human Diseases,Drug resistance: antineoplastic
295,FLT4_KDR,EGFR tyrosine kinase inhibitor resistance,PRKCA,0.037562627,Human Diseases,Drug resistance: antineoplastic
296,FLT4,EGFR tyrosine kinase inhibitor resistance,PRKCA,0.037562627,Human Diseases,Drug resistance: antineoplastic
297,KDR,EGFR tyrosine kinase inhibitor resistance,PRKCA,0.037562627,Human Diseases,Drug resistance: antineoplastic
298,FLT4_KDR,EGFR tyrosine kinase inhibitor resistance,SOS1,0.034197811,Human Diseases,Drug resistance: antineoplastic
299,FLT4,EGFR tyrosine kinase inhibitor resistance,SOS1,0.034197811,Human Diseases,Drug resistance: antineoplastic
300,KDR,EGFR tyrosine kinase inhibitor resistance,SOS1,0.034197811,Human Diseases,Drug resistance: antineoplastic
301,FLT4_KDR,EGFR tyrosine kinase inhibitor resistance,SOS2,0.034197811,Human Diseases,Drug resistance: antineoplastic
302,FLT4,EGFR tyrosine kinase inhibitor resistance,SOS2,0.034197811,Human Diseases,Drug resistance: antineoplastic
303,KDR,EGFR tyrosine kinase inhibitor resistance,SOS2,0.034197811,Human Diseases,Drug resistance: antineoplastic
304,FLT4_KDR,EGFR tyrosine kinase inhibitor resistance,SRC,0.041521233,Human Diseases,Drug resistance: antineoplastic
305,FLT4,EGFR tyrosine kinase inhibitor resistance,SRC,0.041521233,Human Diseases,Drug resistance: antineoplastic
306,KDR,EGFR tyrosine kinase inhibitor resistance,SRC,0.041521233,Human Diseases,Drug resistance: antineoplastic
307,FLT4_KDR,EGFR tyrosine kinase inhibitor resistance,STAT3,0.037562627,Human Diseases,Drug resistance: antineoplastic
308,FLT4,EGFR tyrosine kinase inhibitor resistance,STAT3,0.037562627,Human Diseases,Drug resistance: antineoplastic
309,KDR,EGFR tyrosine kinase inhibitor resistance,STAT3,0.037562627,Human Diseases,Drug resistance: antineoplastic
310,IL6R_IL6ST,EGFR tyrosine kinase inhibitor resistance,AKT1,0.036126953,Human Diseases,Drug resistance: antineoplastic
311,IL6R,EGFR tyrosine kinase inhibitor resistance,AKT1,0.036126953,Human Diseases,Drug resistance: antineoplastic
312,IL6ST,EGFR tyrosine kinase inhibitor resistance,AKT1,0.036126953,Human Diseases,Drug resistance: antineoplastic
313,IL6R_IL6ST,EGFR tyrosine kinase inhibitor resistance,AKT2,0.036126953,Human Diseases,Drug resistance: antineoplastic
314,IL6R,EGFR tyrosine kinase inhibitor resistance,AKT2,0.036126953,Human Diseases,Drug resistance: antineoplastic
315,IL6ST,EGFR tyrosine kinase inhibitor resistance,AKT2,0.036126953,Human Diseases,Drug resistance: antineoplastic
316,IL6R_IL6ST,EGFR tyrosine kinase inhibitor resistance,AKT3,0.036126953,Human Diseases,Drug resistance: antineoplastic
317,IL6R,EGFR tyrosine kinase inhibitor resistance,AKT3,0.036126953,Human Diseases,Drug resistance: antineoplastic
318,IL6ST,EGFR tyrosine kinase inhibitor resistance,AKT3,0.036126953,Human Diseases,Drug resistance: antineoplastic
319,IL6R_IL6ST,EGFR tyrosine kinase inhibitor resistance,FOXO3,0.012505548,Human Diseases,Drug resistance: antineoplastic
320,IL6R,EGFR tyrosine kinase inhibitor resistance,FOXO3,0.012505548,Human Diseases,Drug resistance: antineoplastic
321,IL6ST,EGFR tyrosine kinase inhibitor resistance,FOXO3,0.012505548,Human Diseases,Drug resistance: antineoplastic
322,IL6R_IL6ST,EGFR tyrosine kinase inhibitor resistance,MAPK1,0.049336648,Human Diseases,Drug resistance: antineoplastic
323,IL6R,EGFR tyrosine kinase inhibitor resistance,MAPK1,0.049336648,Human Diseases,Drug resistance: antineoplastic
324,IL6ST,EGFR tyrosine kinase inhibitor resistance,MAPK1,0.049336648,Human Diseases,Drug resistance: antineoplastic
325,IL6R_IL6ST,EGFR tyrosine kinase inhibitor resistance,MAPK3,0.049336648,Human Diseases,Drug resistance: antineoplastic
326,IL6R,EGFR tyrosine kinase inhibitor resistance,MAPK3,0.049336648,Human Diseases,Drug resistance: antineoplastic
327,IL6ST,EGFR tyrosine kinase inhibitor resistance,MAPK3,0.049336648,Human Diseases,Drug resistance: antineoplastic
328,IL6R_IL6ST,EGFR tyrosine kinase inhibitor resistance,PRKCA,0.037562627,Human Diseases,Drug resistance: antineoplastic
329,IL6R,EGFR tyrosine kinase inhibitor resistance,PRKCA,0.037562627,Human Diseases,Drug resistance: antineoplastic
330,IL6ST,EGFR tyrosine kinase inhibitor resistance,PRKCA,0.037562627,Human Diseases,Drug resistance: antineoplastic
331,IL6R_IL6ST,EGFR tyrosine kinase inhibitor resistance,SOS1,0.034197811,Human Diseases,Drug resistance: antineoplastic
332,IL6R,EGFR tyrosine kinase inhibitor resistance,SOS1,0.034197811,Human Diseases,Drug resistance: antineoplastic
333,IL6ST,EGFR tyrosine kinase inhibitor resistance,SOS1,0.034197811,Human Diseases,Drug resistance: antineoplastic
334,IL6R_IL6ST,EGFR tyrosine kinase inhibitor resistance,SOS2,0.034197811,Human Diseases,Drug resistance: antineoplastic
335,IL6R,EGFR tyrosine kinase inhibitor resistance,SOS2,0.034197811,Human Diseases,Drug resistance: antineoplastic
336,IL6ST,EGFR tyrosine kinase inhibitor resistance,SOS2,0.034197811,Human Diseases,Drug resistance: antineoplastic
337,IL6R_IL6ST,EGFR tyrosine kinase inhibitor resistance,SRC,0.041521233,Human Diseases,Drug resistance: antineoplastic
338,IL6R,EGFR tyrosine kinase inhibitor resistance,SRC,0.041521233,Human Diseases,Drug resistance: antineoplastic
339,IL6ST,EGFR tyrosine kinase inhibitor resistance,SRC,0.041521233,Human Diseases,Drug resistance: antineoplastic
340,IL6R_IL6ST,EGFR tyrosine kinase inhibitor resistance,STAT3,0.037562627,Human Diseases,Drug resistance: antineoplastic
341,IL6R,EGFR tyrosine kinase inhibitor resistance,STAT3,0.037562627,Human Diseases,Drug resistance: antineoplastic
342,IL6ST,EGFR tyrosine kinase inhibitor resistance,STAT3,0.037562627,Human Diseases,Drug resistance: antineoplastic
343,PLXNA1_KDR,EGFR tyrosine kinase inhibitor resistance,AKT1,0.036126953,Human Diseases,Drug resistance: antineoplastic
344,PLXNA1,EGFR tyrosine kinase inhibitor resistance,AKT1,0.036126953,Human Diseases,Drug resistance: antineoplastic
345,KDR,EGFR tyrosine kinase inhibitor resistance,AKT1,0.036126953,Human Diseases,Drug resistance: antineoplastic
346,PLXNA1_KDR,EGFR tyrosine kinase inhibitor resistance,AKT2,0.036126953,Human Diseases,Drug resistance: antineoplastic
347,PLXNA1,EGFR tyrosine kinase inhibitor resistance,AKT2,0.036126953,Human Diseases,Drug resistance: antineoplastic
348,KDR,EGFR tyrosine kinase inhibitor resistance,AKT2,0.036126953,Human Diseases,Drug resistance: antineoplastic
349,PLXNA1_KDR,EGFR tyrosine kinase inhibitor resistance,AKT3,0.036126953,Human Diseases,Drug resistance: antineoplastic
350,PLXNA1,EGFR tyrosine kinase inhibitor resistance,AKT3,0.036126953,Human Diseases,Drug resistance: antineoplastic
351,KDR,EGFR tyrosine kinase inhibitor resistance,AKT3,0.036126953,Human Diseases,Drug resistance: antineoplastic
352,PLXNA1_KDR,EGFR tyrosine kinase inhibitor resistance,FOXO3,0.012505548,Human Diseases,Drug resistance: antineoplastic
353,PLXNA1,EGFR tyrosine kinase inhibitor resistance,FOXO3,0.012505548,Human Diseases,Drug resistance: antineoplastic
354,KDR,EGFR tyrosine kinase inhibitor resistance,FOXO3,0.012505548,Human Diseases,Drug resistance: antineoplastic
355,PLXNA1_KDR,EGFR tyrosine kinase inhibitor resistance,MAPK1,0.049336648,Human Diseases,Drug resistance: antineoplastic
356,PLXNA1,EGFR tyrosine kinase inhibitor resistance,MAPK1,0.049336648,Human Diseases,Drug resistance: antineoplastic
357,KDR,EGFR tyrosine kinase inhibitor resistance,MAPK1,0.049336648,Human Diseases,Drug resistance: antineoplastic
358,PLXNA1_KDR,EGFR tyrosine kinase inhibitor resistance,MAPK3,0.049336648,Human Diseases,Drug resistance: antineoplastic
359,PLXNA1,EGFR tyrosine kinase inhibitor resistance,MAPK3,0.049336648,Human Diseases,Drug resistance: antineoplastic
360,KDR,EGFR tyrosine kinase inhibitor resistance,MAPK3,0.049336648,Human Diseases,Drug resistance: antineoplastic
361,PLXNA1_KDR,EGFR tyrosine kinase inhibitor resistance,PRKCA,0.037562627,Human Diseases,Drug resistance: antineoplastic
362,PLXNA1,EGFR tyrosine kinase inhibitor resistance,PRKCA,0.037562627,Human Diseases,Drug resistance: antineoplastic
363,KDR,EGFR tyrosine kinase inhibitor resistance,PRKCA,0.037562627,Human Diseases,Drug resistance: antineoplastic
364,PLXNA1_KDR,EGFR tyrosine kinase inhibitor resistance,SOS1,0.034197811,Human Diseases,Drug resistance: antineoplastic
365,PLXNA1,EGFR tyrosine kinase inhibitor resistance,SOS1,0.034197811,Human Diseases,Drug resistance: antineoplastic
366,KDR,EGFR tyrosine kinase inhibitor resistance,SOS1,0.034197811,Human Diseases,Drug resistance: antineoplastic
367,PLXNA1_KDR,EGFR tyrosine kinase inhibitor resistance,SOS2,0.034197811,Human Diseases,Drug resistance: antineoplastic
368,PLXNA1,EGFR tyrosine kinase inhibitor resistance,SOS2,0.034197811,Human Diseases,Drug resistance: antineoplastic
369,KDR,EGFR tyrosine kinase inhibitor resistance,SOS2,0.034197811,Human Diseases,Drug resistance: antineoplastic
370,PLXNA1_KDR,EGFR tyrosine kinase inhibitor resistance,SRC,0.041521233,Human Diseases,Drug resistance: antineoplastic
371,PLXNA1,EGFR tyrosine kinase inhibitor resistance,SRC,0.041521233,Human Diseases,Drug resistance: antineoplastic
372,KDR,EGFR tyrosine kinase inhibitor resistance,SRC,0.041521233,Human Diseases,Drug resistance: antineoplastic
373,PLXNA1_KDR,EGFR tyrosine kinase inhibitor resistance,STAT3,0.037562627,Human Diseases,Drug resistance: antineoplastic
374,PLXNA1,EGFR tyrosine kinase inhibitor resistance,STAT3,0.037562627,Human Diseases,Drug resistance: antineoplastic
375,KDR,EGFR tyrosine kinase inhibitor resistance,STAT3,0.037562627,Human Diseases,Drug resistance: antineoplastic
376,EGFR,Endocrine resistance,AKT1,0.056242664,Human Diseases,Drug resistance: antineoplastic
377,EGFR,Endocrine resistance,AKT2,0.056242664,Human Diseases,Drug resistance: antineoplastic
378,EGFR,Endocrine resistance,AKT3,0.056242664,Human Diseases,Drug resistance: antineoplastic
379,EGFR,Endocrine resistance,ESR1,0.058252955,Human Diseases,Drug resistance: antineoplastic
380,EGFR,Endocrine resistance,ESR2,0.058252955,Human Diseases,Drug resistance: antineoplastic
381,EGFR,Endocrine resistance,FOS,0.058027476,Human Diseases,Drug resistance: antineoplastic
382,EGFR,Endocrine resistance,JUN,0.058027476,Human Diseases,Drug resistance: antineoplastic
383,EGFR,Endocrine resistance,MAPK1,0.024492236,Human Diseases,Drug resistance: antineoplastic
384,EGFR,Endocrine resistance,MAPK3,0.024492236,Human Diseases,Drug resistance: antineoplastic
385,EGFR,Endocrine resistance,SOS1,0.046823036,Human Diseases,Drug resistance: antineoplastic
386,EGFR,Endocrine resistance,SOS2,0.046823036,Human Diseases,Drug resistance: antineoplastic
387,EGFR,Endocrine resistance,SP1,0.037209075,Human Diseases,Drug resistance: antineoplastic
388,EGFR,Endocrine resistance,SRC,0.028347533,Human Diseases,Drug resistance: antineoplastic
389,EGFR,Endocrine resistance,MED1,0.117870226,Human Diseases,Drug resistance: antineoplastic
390,EGFR,Endocrine resistance,NCOA3,0.117870226,Human Diseases,Drug resistance: antineoplastic
391,EGFR,Endocrine resistance,NCOR1,0.024757506,Human Diseases,Drug resistance: antineoplastic
392,IGF1R,Endocrine resistance,AKT1,0.056242664,Human Diseases,Drug resistance: antineoplastic
393,IGF1R,Endocrine resistance,AKT2,0.056242664,Human Diseases,Drug resistance: antineoplastic
394,IGF1R,Endocrine resistance,AKT3,0.056242664,Human Diseases,Drug resistance: antineoplastic
395,IGF1R,Endocrine resistance,EGFR,0.00248699,Human Diseases,Drug resistance: antineoplastic
396,IGF1R,Endocrine resistance,ESR1,0.058252955,Human Diseases,Drug resistance: antineoplastic
397,IGF1R,Endocrine resistance,ESR2,0.058252955,Human Diseases,Drug resistance: antineoplastic
398,IGF1R,Endocrine resistance,FOS,0.058027476,Human Diseases,Drug resistance: antineoplastic
399,IGF1R,Endocrine resistance,JUN,0.058027476,Human Diseases,Drug resistance: antineoplastic
